時間	偽造貨幣	偽造度量衡	偽證	誣告	湮滅證據	藏匿頂替	脫逃	違反槍砲彈藥刀械管制條例	其他
100年 4月	0	0	0	0	0	0	0	0	 3 
100年 5月	0	0	0	0	0	0	0	0	 4 
100年 6月	0	0	0	0	0	0	0	0	 6 
100年 7月	0	0	0	0	0	0	0	0	 9 
100年 8月	0	0	0	0	0	0	0	0	 2 
100年 9月	0	0	0	0	0	0	0	0	 3 
100年 10月	0	0	0	0	0	0	0	0	0
100年 11月	0	0	0	0	0	0	0	0	 1 
100年 12月	0	0	0	 1 	 1 	0	0	0	0
101年	0	0	0	 1 	0	0	0	 1 	 25 
101年 1月	0	0	0	 1 	0	0	0	0	0
101年 2月	0	0	0	0	0	0	0	 1 	 2 
101年 3月	0	0	0	0	0	0	0	0	 2 
101年 4月	0	0	0	0	0	0	0	0	 3 
101年 5月	0	0	0	0	0	0	0	0	 2 
101年 6月	0	0	0	0	0	0	0	0	 2 
101年 7月	0	0	0	0	0	0	0	0	 1 
101年 8月	0	0	0	0	0	0	0	0	0
101年 9月	0	0	0	0	0	0	0	0	 2 
101年 10月	0	0	0	0	0	0	0	0	 3 
101年 11月	0	0	0	0	0	0	0	0	 1 
101年 12月	0	0	0	0	0	0	0	0	 7 
102年	0	0	0	0	0	0	0	 4 	 52 
102年 1月	0	0	0	0	0	0	0	0	 7 
102年 2月	0	0	0	0	0	0	0	0	 7 
102年 3月	0	0	0	0	0	0	0	0	 6 
102年 4月	0	0	0	0	0	0	0	0	 10 
102年 5月	0	0	0	0	0	0	0	 1 	 5 
102年 6月	0	0	0	0	0	0	0	 1 	 2 
102年 7月	0	0	0	0	0	0	0	 1 	 1 
102年 8月	0	0	0	0	0	0	0	0	 5 
102年 9月	0	0	0	0	0	0	0	0	 1 
102年 10月	0	0	0	0	0	0	0	 1 	 1 
102年 11月	0	0	0	0	0	0	0	0	 4 
102年 12月	0	0	0	0	0	0	0	0	 3 
103年	0	0	0	 2 	0	0	0	 1 	 107 
103年 1月	0	0	0	0	0	0	0	 1 	 3 
103年 2月	0	0	0	0	0	0	0	0	 2 
103年 3月	0	0	0	0	0	0	0	0	 2 
103年 4月	0	0	0	0	0	0	0	0	 1 
103年 5月	0	0	0	0	0	0	0	0	 4 
103年 6月	0	0	0	0	0	0	0	0	0
103年 7月	0	0	0	 2 	0	0	0	0	 5 
103年 8月	0	0	0	0	0	0	0	0	 1 
103年 9月	0	0	0	0	0	0	0	0	 3 
103年 10月	0	0	0	0	0	0	0	0	 1 
103年 11月	0	0	0	0	0	0	0	0	 2 
103年 12月	0	0	0	0	0	0	0	0	 83 
104年	0	0	0	 1 	0	0	0	 2 	 61 
104年 1月	0	0	0	0	0	0	0	0	 15 
104年 2月	0	0	0	0	0	0	0	 1 	 9 
104年 3月	0	0	0	0	0	0	0	0	 6 
104年 4月	0	0	0	0	0	0	0	 1 	 4 
104年 5月	0	0	0	0	0	0	0	0	0
104年 6月	0	0	0	0	0	0	0	0	 3 
104年 7月	0	0	0	0	0	0	0	0	 5 
104年 8月	0	0	0	0	0	0	0	0	 6 
104年 9月	0	0	0	0	0	0	0	0	 4 
104年 10月	0	0	0	0	0	0	0	0	 2 
104年 11月	0	0	0	0	0	0	0	0	 3 
104年 12月	0	0	0	 1 	0	0	0	0	 4 
105年	0	0	0	 3 	0	0	0	0	 56 
105年 1月	0	0	0	0	0	0	0	0	 11 
105年 2月	0	0	0	0	0	0	0	0	 1 
105年 3月	0	0	0	0	0	0	0	0	 5 
105年 4月	0	0	0	0	0	0	0	0	 7 
105年 5月	0	0	0	0	0	0	0	0	 2 
105年 6月	0	0	0	0	0	0	0	0	 4 
105年 7月	0	0	0	 1 	0	0	0	0	 7 
105年 8月	0	0	0	 1 	0	0	0	0	 3 
105年 9月	0	0	0	0	0	0	0	0	 5 
105年 10月	0	0	0	 1 	0	0	0	0	 6 
105年 11月	0	0	0	0	0	0	0	0	 3 
105年 12月	0	0	0	0	0	0	0	0	 2 
