時間	妨害秩序	違反藥事法	違反國家總動員法	違反森林法	違反著作權法	違反專利法	違反商標法	公共危險	侵害墳墓屍體
103年 6月	0	0	0	0	 3 	0	 6 	 309 	0
103年 7月	0	0	0	0	 2 	0	 6 	 721 	0
103年 8月	0	0	0	0	 3 	0	 6 	 622 	0
103年 9月	0	 1 	0	0	 2 	0	 19 	 501 	0
103年 10月	 2 	0	0	0	 1 	0	 15 	 484 	0
103年 11月	0	0	0	0	 1 	0	 5 	 471 	0
103年 12月	0	0	0	0	 3 	0	 11 	 406 	0
104年	 2 	 1 	0	 8 	 17 	0	 92 	 4,867 	0
104年 1月	0	0	0	0	 2 	0	 3 	 550 	0
104年 2月	0	0	0	 1 	0	0	 15 	 343 	0
104年 3月	0	0	0	 1 	 6 	0	 11 	 444 	0
104年 4月	0	0	0	 1 	0	0	 10 	 456 	0
104年 5月	0	0	0	0	 4 	0	 1 	 402 	0
104年 6月	0	0	0	 1 	 1 	0	 11 	 313 	0
104年 7月	0	0	0	0	0	0	 11 	 392 	0
104年 8月	0	0	0	0	0	0	 3 	 375 	0
104年 9月	0	 1 	0	0	 2 	0	 1 	 468 	0
104年 10月	 1 	0	0	 2 	0	0	 6 	 455 	0
104年 11月	 1 	0	0	 2 	 1 	0	 13 	 394 	0
104年 12月	0	0	0	0	 1 	0	 7 	 275 	0
105年	 1 	 6 	0	 2 	 4 	0	 24 	 4,527 	0
105年 1月	0	0	0	0	 1 	0	 2 	 356 	0
105年 2月	0	 1 	0	0	 1 	0	 1 	 390 	0
105年 3月	0	 1 	0	0	0	0	 6 	 333 	0
105年 4月	 1 	0	0	0	0	0	0	 393 	0
105年 5月	0	 1 	0	0	0	0	 1 	 429 	0
105年 6月	0	 1 	0	0	0	0	 8 	 505 	0
105年 7月	0	0	0	0	 1 	0	 1 	 356 	0
105年 8月	0	0	0	0	 1 	0	 3 	 269 	0
105年 9月	0	0	0	0	0	0	0	 421 	0
105年 10月	0	0	0	0	0	0	 1 	 496 	0
105年 11月	0	 2 	0	0	0	0	 1 	 302 	0
105年 12月	0	0	0	 2 	0	0	0	 277 	0
