年別,臺灣地區,新北市,臺北市,桃園市,臺中市,臺南市,高雄市,宜蘭縣,新竹縣,苗栗縣,彰化縣,南投縣,雲林縣,嘉義縣,屏東縣,臺東縣,花蓮縣,澎湖縣,基隆市,新竹市,嘉義市,
100.0,907988.0,927075.0,1251519.0,961998.0,915341.0,783223.0,856346.0,721410.0,1097918.0,833967.0,772072.0,729037.0,674055.0,687869.0,710173.0,607872.0,757041.0,673081.0,845677.0,1152707.0,768315.0,
101.0,923584.0,911915.0,1278278.0,1007045.0,886682.0,770078.0,894107.0,892727.0,1093853.0,826530.0,792362.0,831790.0,684977.0,747956.0,736174.0,670017.0,761611.0,727056.0,786441.0,1132620.0,910601.0,
102.0,942208.0,931239.0,1279195.0,1027658.0,928938.0,830467.0,915255.0,813875.0,1073893.0,839394.0,789742.0,748930.0,704313.0,727426.0,722101.0,676390.0,790373.0,769955.0,841832.0,1224310.0,1026305.0,
103.0,956849.0,947670.0,1292604.0,1088867.0,955599.0,829957.0,917659.0,902604.0,1108941.0,913472.0,783460.0,782566.0,730035.0,667933.0,699548.0,697540.0,715443.0,771376.0,804007.0,1245600.0,958377.0,
104.0,964895.0,959507.0,1314031.0,1073806.0,970157.0,837530.0,946918.0,961095.0,1026352.0,827540.0,775465.0,738754.0,732732.0,751058.0,735650.0,636162.0,768611.0,673239.0,896581.0,1136385.0,917788.0,
