時間	偽造貨幣	偽造度量衡	偽證	誣告	湮滅證據	藏匿頂替	脫逃	違反槍砲彈藥刀械管制條例	其他
89年	 4 	0	0	 25 	0	 2 	0	 72 	 190 
89年 1月	0	0	0	 1 	0	0	0	 6 	 13 
89年 2月	0	0	0	 1 	0	0	0	 11 	 19 
89年 3月	 1 	0	0	 1 	0	0	0	 11 	 30 
89年 4月	 1 	0	0	 4 	0	 1 	0	 5 	 6 
89年 5月	 1 	0	0	 5 	0	0	0	 3 	 31 
89年 6月	 1 	0	0	 3 	0	0	0	 4 	 26 
89年 7月	0	0	0	 2 	0	0	0	 3 	 6 
89年 8月	0	0	0	 1 	0	0	0	 11 	 6 
89年 9月	0	0	0	 3 	0	0	0	 4 	 12 
89年 10月	0	0	0	 1 	0	0	0	 6 	 27 
89年 11月	0	0	0	 2 	0	0	0	 6 	 7 
89年 12月	0	0	0	 1 	0	 1 	0	 2 	 7 
90年	 16 	0	0	 19 	 1 	0	0	 65 	 119 
90年 1月	0	0	0	 1 	0	0	0	 7 	 10 
90年 2月	 2 	0	0	 2 	0	0	0	 9 	 4 
90年 3月	 2 	0	0	 1 	0	0	0	 5 	 5 
90年 4月	 2 	0	0	 2 	0	0	0	 8 	 6 
90年 5月	 3 	0	0	0	0	0	0	 7 	 2 
90年 6月	 2 	0	0	 2 	0	0	0	 3 	 6 
90年 7月	 1 	0	0	 1 	0	0	0	 4 	 3 
90年 8月	 3 	0	0	0	0	0	0	 4 	 10 
90年 9月	 1 	0	0	 2 	0	0	0	 4 	 15 
90年 10月	0	0	0	 4 	 1 	0	0	 6 	 15 
90年 11月	0	0	0	 2 	0	0	0	 6 	 28 
90年 12月	0	0	0	 2 	0	0	0	 2 	 15 
91年	 6 	0	0	 20 	0	0	0	 68 	 270 
91年 1月	0	0	0	 3 	0	0	0	 5 	 16 
91年 2月	 1 	0	0	0	0	0	0	 5 	 21 
91年 3月	 1 	0	0	 2 	0	0	0	 7 	 23 
91年 4月	 1 	0	0	 4 	0	0	0	 7 	 17 
91年 5月	 1 	0	0	 1 	0	0	0	 6 	 14 
91年 6月	 1 	0	0	 1 	0	0	0	 2 	 23 
91年 7月	0	0	0	 1 	0	0	0	 7 	 22 
91年 8月	0	0	0	 5 	0	0	0	 3 	 22 
91年 9月	0	0	0	 1 	0	0	0	 8 	 19 
91年 10月	0	0	0	0	0	0	0	 9 	 33 
91年 11月	0	0	0	 1 	0	0	0	 5 	 32 
91年 12月	 1 	0	0	 1 	0	0	0	 4 	 28 
92年	 13 	0	0	 30 	 1 	0	0	 65 	 391 
92年 1月	 2 	0	0	 3 	0	0	0	 9 	 41 
92年 2月	0	0	0	 3 	0	0	0	 2 	 32 
92年 3月	 1 	0	0	0	 1 	0	0	 3 	 18 
92年 4月	0	0	0	 3 	0	0	0	 3 	 26 
92年 5月	 1 	0	0	 5 	0	0	0	 7 	 29 
92年 6月	 2 	0	0	 2 	0	0	0	 4 	 19 
92年 7月	 2 	0	0	 2 	0	0	0	 8 	 50 
92年 8月	0	0	0	 2 	0	0	0	 3 	 26 
92年 9月	 2 	0	0	 3 	0	0	0	 4 	 16 
92年 10月	 2 	0	0	 2 	0	0	0	 7 	 23 
92年 11月	 1 	0	0	 5 	0	0	0	 7 	 72 
92年 12月	0	0	0	0	0	0	0	 8 	 39 
93年	 5 	0	0	 20 	0	 3 	0	 96 	 419 
93年 1月	0	0	0	 1 	0	 1 	0	 9 	 46 
93年 2月	0	0	0	 1 	0	 1 	0	 6 	 60 
