時間	一般恐嚇取財	擄人勒贖	侵占	偽造文書印文	第一級毒品	第二級毒品	第三級毒品	第四級毒品	其他
94年 10月	 53 	0	 4 	 8 	 296 	 108 	0	0	 2 
94年 11月	 26 	0	 4 	 5 	 256 	 52 	0	0	0
94年 12月	 3 	0	 2 	 6 	 240 	 39 	0	0	 1 
95年	 557 	 3 	 66 	 87 	 3,663 	 528 	 3 	 1 	0
95年 1月	 18 	 2 	 6 	 9 	 383 	 51 	 1 	0	0
95年 2月	 19 	0	 4 	 8 	 261 	 54 	0	0	0
95年 3月	 24 	0	 8 	 7 	 273 	 59 	0	 1 	0
95年 4月	 30 	 1 	 5 	 5 	 352 	 64 	0	0	0
95年 5月	 21 	0	 4 	 6 	 275 	 58 	0	0	0
95年 6月	 28 	0	 7 	 6 	 265 	 25 	 1 	0	0
95年 7月	 7 	0	 6 	 7 	 318 	 43 	0	0	0
95年 8月	 36 	0	 6 	 11 	 379 	 32 	 1 	0	0
95年 9月	 51 	0	 3 	 9 	 297 	 38 	0	0	0
95年 10月	 133 	0	 6 	 10 	 312 	 30 	0	0	0
95年 11月	 129 	0	 6 	 5 	 311 	 34 	0	0	0
95年 12月	 61 	0	 5 	 4 	 237 	 40 	0	0	0
96年	 465 	 2 	 49 	 56 	 3,734 	 652 	 7 	0	0
96年 1月	 21 	0	 4 	 4 	 249 	 23 	 1 	0	0
96年 2月	 47 	0	 5 	 3 	 342 	 62 	0	0	0
96年 3月	 32 	 1 	 1 	 3 	 318 	 45 	 1 	0	0
96年 4月	 8 	0	 5 	 6 	 235 	 42 	 1 	0	0
96年 5月	 10 	0	 4 	 3 	 309 	 48 	 1 	0	0
96年 6月	 14 	0	 6 	 4 	 313 	 49 	0	0	0
96年 7月	 23 	0	 5 	 5 	 304 	 50 	0	0	0
96年 8月	 64 	0	 2 	 5 	 381 	 78 	0	0	0
96年 9月	 5 	0	 7 	 4 	 339 	 67 	0	0	0
96年 10月	 56 	 1 	 4 	 5 	 343 	 64 	 2 	0	0
96年 11月	 107 	0	 3 	 9 	 312 	 68 	0	0	0
96年 12月	 78 	0	 3 	 5 	 289 	 56 	 1 	0	0
97年	 585 	 2 	 141 	 80 	 3,440 	 598 	 35 	0	 1 
97年 1月	 20 	0	 3 	 1 	 324 	 64 	 1 	0	0
97年 2月	 15 	0	 4 	 10 	 289 	 54 	 7 	0	0
97年 3月	 15 	0	 2 	 9 	 336 	 44 	 8 	0	0
97年 4月	 69 	0	 5 	 6 	 323 	 69 	 3 	0	 1 
97年 5月	 70 	0	 12 	 8 	 331 	 49 	 1 	0	0
97年 6月	 63 	0	 15 	 9 	 304 	 42 	 1 	0	0
97年 7月	 66 	0	 15 	 10 	 388 	 53 	 3 	0	0
97年 8月	 66 	 1 	 18 	 6 	 319 	 59 	 1 	0	0
97年 9月	 62 	0	 17 	 8 	 239 	 57 	 4 	0	0
97年 10月	 67 	0	 17 	 3 	 235 	 45 	 3 	0	0
97年 11月	 12 	 1 	 10 	 3 	 194 	 28 	0	0	0
97年 12月	 60 	0	 23 	 7 	 158 	 34 	 3 	0	0
98年	 158 	0	 213 	 72 	 1,918 	 608 	 46 	0	0
98年 1月	 24 	0	 3 	 9 	 177 	 42 	 2 	0	0
98年 2月	 36 	0	 20 	 3 	 223 	 55 	 1 	0	0
98年 3月	 23 	0	 10 	 5 	 202 	 38 	 1 	0	0
98年 4月	 4 	0	 9 	 6 	 190 	 28 	0	0	0
98年 5月	 21 	0	 11 	 8 	 137 	 43 	 7 	0	0
98年 6月	 22 	0	 20 	 10 	 133 	 40 	 6 	0	0
98年 7月	 8 	0	 23 	 3 	 215 	 71 	 5 	0	0
98年 8月	 9 	0	 23 	 3 	 163 	 74 	 8 	0	0
98年 9月	0	0	 35 	 6 	 138 	 57 	 12 	0	0
98年 10月	 6 	0	 18 	 7 	 147 	 69 	 1 	0	0
98年 11月	 2 	0	 22 	 2 	 121 	 45 	 3 	0	0
98年 12月	 3 	0	 19 	 10 	 72 	 46 	0	0	0
99年	 44 	0	 130 	 78 	 1,516 	 1,033 	 67 	0	0
99年 1月	 2 	0	 23 	 7 	 75 	 51 	 3 	0	0
99年 2月	 7 	0	 14 	 3 	 133 	 69 	 5 	0	0
99年 3月	 6 	0	 22 	 16 	 151 	 74 	 3 	0	0
99年 4月	 3 	0	 11 	 4 	 132 	 77 	 3 	0	0
99年 5月	 2 	0	 8 	 4 	 115 	 74 	 4 	0	0
99年 6月	 2 	0	 1 	 1 	 105 	 67 	0	0	0
99年 7月	 6 	0	 9 	 3 	 121 	 81 	 6 	0	0
99年 8月	 7 	0	 12 	 9 	 161 	 116 	 10 	0	0
99年 9月	 2 	0	 7 	 8 	 110 	 76 	 14 	0	0
99年 10月	0	0	 10 	 11 	 145 	 111 	 4 	0	0
99年 11月	 1 	0	 9 	 4 	 169 	 145 	 9 	0	0
99年 12月	 6 	0	 4 	 8 	 99 	 92 	 6 	0	0
100年	 45 	0	 66 	 59 	 1,428 	 990 	 76 	0	0
100年 1月	 5 	0	 1 	 5 	 164 	 129 	 6 	0	0
100年 2月	 2 	0	 4 	 5 	 118 	 87 	 5 	0	0
100年 3月	 8 	0	 6 	 7 	 153 	 96 	 8 	0	0
100年 4月	 3 	0	 3 	 3 	 109 	 81 	 4 	0	0
100年 5月	 8 	0	 7 	 10 	 132 	 74 	 5 	0	0
100年 6月	 5 	0	 5 	 3 	 89 	 79 	 3 	0	0
100年 7月	 2 	0	 5 	0	 185 	 103 	 14 	0	0
100年 8月	 3 	0	 4 	 7 	 156 	 108 	 18 	0	0
100年 9月	 4 	0	 7 	 2 	 64 	 54 	 5 	0	0
100年 10月	 1 	0	 8 	 10 	 96 	 69 	 5 	0	0
100年 11月	0	0	 6 	 6 	 109 	 74 	 2 	0	0
100年 12月	 4 	0	 10 	 1 	 53 	 36 	 1 	0	0
101年	 30 	 1 	 73 	 60 	 1,223 	 800 	 137 	 3 	 2 
101年 1月	 1 	0	 5 	 2 	 109 	 60 	 6 	0	0
101年 2月	 2 	0	 3 	 3 	 78 	 59 	 15 	0	0
101年 3月	 2 	0	 4 	 7 	 68 	 52 	 8 	 2 	0
101年 4月	 2 	0	 3 	 3 	 91 	 66 	 5 	0	0
101年 5月	 5 	0	 12 	 7 	 126 	 68 	 4 	0	0
101年 6月	 2 	0	 7 	 5 	 72 	 41 	 1 	0	0
101年 7月	 3 	0	 6 	 5 	 136 	 89 	 19 	0	0
101年 8月	 3 	0	 3 	 6 	 112 	 89 	 37 	0	0
101年 9月	 6 	0	 6 	 7 	 119 	 66 	 3 	0	 1 
101年 10月	 1 	0	 4 	 7 	 132 	 73 	 11 	 1 	0
101年 11月	 1 	0	 14 	 6 	 107 	 75 	 16 	0	0
101年 12月	 2 	 1 	 6 	 2 	 73 	 62 	 12 	0	 1 
102年	 34 	0	 100 	 52 	 1,006 	 999 	 165 	0	 3 
102年 1月	 3 	0	 3 	 4 	 73 	 81 	 6 	0	0
102年 2月	 2 	0	 3 	 4 	 125 	 98 	 28 	0	0
102年 3月	 1 	0	 9 	 6 	 116 	 95 	 14 	0	0
102年 4月	 2 	0	 10 	 5 	 91 	 104 	 10 	0	 1 
102年 5月	 1 	0	 2 	 7 	 104 	 89 	 15 	0	 1 
102年 6月	 2 	0	 9 	 7 	 59 	 63 	 3 	0	 1 
102年 7月	 3 	0	 3 	 3 	 84 	 97 	 29 	0	0
102年 8月	 5 	0	 9 	 5 	 109 	 103 	 24 	0	0
102年 9月	 5 	0	 9 	 4 	 56 	 85 	 5 	0	0
102年 10月	 2 	0	 29 	 2 	 70 	 69 	 10 	0	0
102年 11月	 3 	0	 7 	 2 	 76 	 59 	 13 	0	0
102年 12月	 5 	0	 7 	 3 	 43 	 56 	 8 	0	0
103年	 83 	0	 78 	 78 	 991 	 977 	 155 	0	0
103年 1月	 2 	0	 9 	 5 	 96 	 76 	 32 	0	0
103年 2月	 3 	0	 5 	 2 	 90 	 82 	 17 	0	0
103年 3月	 8 	0	 5 	 6 	 83 	 75 	 7 	0	0
103年 4月	 6 	0	 6 	 4 	 63 	 84 	 12 	0	0
103年 5月	 6 	0	 5 	 3 	 77 	 76 	 8 	0	0
103年 6月	 5 	0	 9 	 6 	 65 	 57 	 7 	0	0
103年 7月	 5 	0	 8 	 7 	 117 	 126 	 17 	0	0
103年 8月	 9 	0	 3 	 14 	 85 	 98 	 16 	0	0
103年 9月	 16 	0	 7 	 10 	 119 	 90 	 15 	0	0
103年 10月	 7 	0	 7 	 9 	 64 	 104 	 14 	0	0
103年 11月	 11 	0	 7 	 7 	 81 	 69 	 7 	0	0
103年 12月	 5 	0	 7 	 5 	 51 	 40 	 3 	0	0
104年	 73 	0	 115 	 92 	 1,180 	 1,170 	 104 	 1 	0
104年 1月	0	0	 11 	 18 	 71 	 71 	 2 	0	0
104年 2月	 5 	0	 5 	 8 	 75 	 97 	 10 	0	0
104年 3月	 2 	0	 11 	 5 	 135 	 99 	 6 	0	0
104年 4月	 1 	0	 4 	 6 	 103 	 94 	 13 	0	0
104年 5月	 6 	0	 13 	 13 	 83 	 93 	 5 	0	0
104年 6月	 6 	0	 6 	 4 	 79 	 91 	 8 	0	0
104年 7月	 9 	0	 13 	 3 	 106 	 116 	 15 	0	0
104年 8月	 17 	0	 11 	 10 	 92 	 111 	 22 	0	0
104年 9月	 11 	0	 9 	 10 	 109 	 96 	 5 	0	0
104年 10月	 10 	0	 15 	 7 	 121 	 96 	 11 	 1 	0
104年 11月	 5 	0	 10 	 4 	 112 	 102 	 2 	0	0
104年 12月	 1 	0	 7 	 4 	 94 	 104 	 5 	0	0
105年	 47 	0	 156 	 71 	 1,283 	 1,348 	 61 	0	0
105年 1月	 5 	0	 12 	 3 	 100 	 110 	 6 	0	0
105年 2月	 2 	0	 7 	0	 44 	 61 	 6 	0	0
105年 3月	 8 	0	 17 	 6 	 109 	 121 	 4 	0	0
105年 4月	 3 	0	 6 	 5 	 118 	 96 	 1 	0	0
105年 5月	 4 	0	 15 	 6 	 166 	 95 	 5 	0	0
105年 6月	 6 	0	 11 	 9 	 69 	 93 	 1 	0	0
105年 7月	 6 	0	 14 	 7 	 165 	 197 	 12 	0	0
105年 8月	 1 	0	 12 	 7 	 129 	 153 	 12 	0	0
105年 9月	 3 	0	 19 	 6 	 101 	 101 	 3 	0	0
105年 10月	 6 	0	 19 	 5 	 80 	 115 	 6 	0	0
105年 11月	 3 	0	 7 	 6 	 130 	 140 	 2 	0	0
105年 12月	0	0	 17 	 11 	 72 	 66 	 3 	0	0
