時間	一般及機車竊盜	汽車竊盜	贓物	賭博	重傷害	一般傷害	詐欺背信	妨害自由	故意殺人
99年 10月	 2 	0	0	0	0	 2 	0	0	0
99年 11月	0	0	0	0	0	0	0	0	0
99年 12月	 2 	0	0	0	0	0	0	0	0
100年	 8 	0	0	0	0	 9 	0	 3 	0
100年 1月	0	0	0	0	0	0	0	 1 	0
100年 2月	0	0	0	0	0	 1 	0	0	0
100年 3月	0	0	0	0	0	 1 	0	0	0
100年 4月	 1 	0	0	0	0	 1 	0	0	0
100年 5月	 1 	0	0	0	0	0	0	0	0
100年 6月	 2 	0	0	0	0	0	0	0	0
100年 7月	0	0	0	0	0	 3 	0	 1 	0
100年 8月	0	0	0	0	0	 2 	0	0	0
100年 9月	 1 	0	0	0	0	0	0	0	0
100年 10月	 2 	0	0	0	0	0	0	0	0
100年 11月	0	0	0	0	0	0	0	 1 	0
100年 12月	 1 	0	0	0	0	 1 	0	0	0
101年	 8 	0	0	0	0	 6 	 2 	 1 	0
101年 1月	0	0	0	0	0	 1 	 1 	0	0
101年 2月	0	0	0	0	0	 1 	0	0	0
101年 3月	 1 	0	0	0	0	 1 	 1 	0	0
101年 4月	0	0	0	0	0	0	0	0	0
101年 5月	0	0	0	0	0	 1 	0	0	0
101年 6月	0	0	0	0	0	0	0	0	0
101年 7月	 1 	0	0	0	0	0	0	0	0
101年 8月	 3 	0	0	0	0	0	0	0	0
101年 9月	0	0	0	0	0	0	0	0	0
101年 10月	 3 	0	0	0	0	 1 	0	0	0
101年 11月	0	0	0	0	0	 1 	0	 1 	0
101年 12月	0	0	0	0	0	0	0	0	0
102年	 6 	0	0	0	0	 8 	 5 	 4 	 2 
102年 1月	0	0	0	0	0	0	 1 	0	0
102年 2月	0	0	0	0	0	 1 	0	0	0
102年 3月	 1 	0	0	0	0	0	0	0	 1 
102年 4月	0	0	0	0	0	0	0	 1 	0
102年 5月	0	0	0	0	0	 1 	0	0	0
102年 6月	0	0	0	0	0	0	0	 1 	0
102年 7月	 1 	0	0	0	0	 1 	0	0	0
102年 8月	0	0	0	0	0	 1 	0	0	 1 
102年 9月	 1 	0	0	0	0	 2 	 1 	0	0
102年 10月	0	0	0	0	0	 1 	 1 	0	0
102年 11月	 1 	0	0	0	0	 1 	0	 1 	0
102年 12月	 2 	0	0	0	0	0	 2 	 1 	0
103年	 6 	 1 	0	0	0	 8 	 3 	 3 	0
103年 1月	0	 1 	0	0	0	 1 	 3 	0	0
103年 2月	0	0	0	0	0	0	0	0	0
103年 3月	0	0	0	0	0	0	0	 1 	0
103年 4月	0	0	0	0	0	0	0	0	0
103年 5月	 1 	0	0	0	0	 1 	0	0	0
103年 6月	 1 	0	0	0	0	 1 	0	0	0
103年 7月	0	0	0	0	0	 1 	0	0	0
103年 8月	0	0	0	0	0	0	0	0	0
103年 9月	0	0	0	0	0	 2 	0	0	0
103年 10月	 2 	0	0	0	0	0	0	 1 	0
103年 11月	 2 	0	0	0	0	0	0	0	0
103年 12月	0	0	0	0	0	 2 	0	 1 	0
104年	 5 	0	0	 1 	0	 6 	 26 	 2 	0
104年 1月	 1 	0	0	0	0	 1 	 5 	0	0
104年 2月	 1 	0	0	0	0	 1 	0	0	0
104年 3月	 1 	0	0	0	0	0	0	0	0
104年 4月	0	0	0	 1 	0	 2 	0	0	0
104年 5月	0	0	0	0	0	0	0	0	0
104年 6月	 1 	0	0	0	0	0	0	0	0
104年 7月	0	0	0	0	0	0	0	 1 	0
104年 8月	 1 	0	0	0	0	 1 	 6 	0	0
104年 9月	0	0	0	0	0	0	0	 1 	0
104年 10月	0	0	0	0	0	 1 	0	0	0
104年 11月	0	0	0	0	0	0	0	0	0
104年 12月	0	0	0	0	0	0	 15 	0	0
105年	 9 	0	0	 1 	0	 9 	 14 	 1 	0
105年 1月	0	0	0	0	0	 1 	0	0	0
105年 2月	0	0	0	0	0	 1 	0	0	0
105年 3月	0	0	0	0	0	0	0	0	0
105年 4月	0	0	0	0	0	 2 	 5 	0	0
105年 5月	 1 	0	0	0	0	 1 	 4 	0	0
105年 6月	0	0	0	0	0	0	0	0	0
105年 7月	 1 	0	0	0	0	 1 	 3 	0	0
105年 8月	 2 	0	0	0	0	0	0	0	0
105年 9月	 1 	0	0	0	0	 2 	 1 	0	0
105年 10月	 1 	0	0	0	0	 1 	0	0	0
105年 11月	 1 	0	0	0	0	0	 1 	0	0
105年 12月	 2 	0	0	 1 	0	0	0	 1 	0
