時間	毀棄損壞	妨害公務	妨害電腦使用	強盜	搶奪	內亂	重利	竊佔	偽造有價證券
91年 10月	 6 	 5 	0	 34 	 32 	0	 2 	 3 	 1 
91年 11月	 5 	 3 	0	 48 	 44 	0	 3 	 1 	 2 
91年 12月	 3 	 2 	0	 37 	 58 	0	 18 	0	 5 
92年	 68 	 20 	0	 290 	 567 	0	 79 	 16 	 7 
92年 1月	 7 	 3 	0	 37 	 97 	0	 2 	 2 	 2 
92年 2月	 9 	0	0	 28 	 31 	0	 3 	 1 	 2 
92年 3月	 6 	 3 	0	 18 	 61 	0	0	 1 	0
92年 4月	 8 	 1 	0	 30 	 48 	0	0	 3 	0
92年 5月	 3 	 2 	0	 29 	 54 	0	 10 	 1 	0
92年 6月	 3 	 2 	0	 39 	 95 	0	 13 	 1 	0
92年 7月	 4 	 4 	0	 16 	 41 	0	 8 	 2 	 1 
92年 8月	 3 	 1 	0	 30 	 34 	0	 15 	 2 	 1 
92年 9月	 7 	 2 	0	 12 	 29 	0	 1 	0	0
92年 10月	 4 	 1 	0	 29 	 20 	0	 21 	 1 	0
92年 11月	 11 	0	0	 12 	 38 	0	 4 	 1 	 1 
92年 12月	 3 	 1 	0	 10 	 19 	0	 2 	 1 	0
93年	 44 	 20 	0	 254 	 376 	0	 53 	 17 	 2 
93年 1月	 4 	0	0	 24 	 72 	0	 6 	 1 	0
93年 2月	 5 	 1 	0	 22 	 25 	0	 1 	 1 	0
93年 3月	0	 2 	0	 15 	 13 	0	 3 	 2 	0
93年 4月	 1 	 2 	0	 28 	 25 	0	 14 	0	 1 
93年 5月	 5 	 2 	0	 27 	 27 	0	0	 2 	0
93年 6月	 4 	 2 	0	 12 	 12 	0	 4 	 1 	 1 
93年 7月	 8 	 1 	0	 17 	 36 	0	 4 	 1 	0
93年 8月	 3 	 3 	0	 23 	 30 	0	 2 	 1 	0
93年 9月	 2 	0	0	 23 	 68 	0	 7 	 5 	0
93年 10月	 5 	 3 	0	 22 	 41 	0	 3 	 1 	0
93年 11月	 3 	 2 	0	 30 	 14 	0	 5 	 2 	0
93年 12月	 4 	 2 	0	 11 	 13 	0	 4 	0	0
94年	 44 	 27 	 121 	 347 	 469 	0	 68 	 38 	 1 
94年 1月	 4 	 4 	 10 	 51 	 32 	0	 3 	 3 	0
94年 2月	 1 	 1 	 4 	 31 	 40 	0	 3 	 1 	0
94年 3月	 4 	 1 	 11 	 19 	 29 	0	 8 	 5 	0
94年 4月	 6 	 1 	 9 	 18 	 24 	0	 7 	 1 	0
94年 5月	 5 	 3 	 20 	 19 	 35 	0	 5 	 3 	0
94年 6月	0	 2 	 17 	 35 	 56 	0	 3 	 3 	0
94年 7月	 3 	 2 	 14 	 24 	 55 	0	 6 	 4 	0
94年 8月	 8 	 2 	 7 	 47 	 67 	0	 4 	 7 	0
94年 9月	 2 	 3 	 11 	 22 	 31 	0	 8 	 3 	 1 
94年 10月	 3 	 2 	 7 	 19 	 38 	0	 7 	 5 	0
94年 11月	 4 	 2 	 6 	 34 	 33 	0	 5 	 2 	0
94年 12月	 4 	 4 	 5 	 28 	 29 	0	 9 	 1 	0
95年	 245 	 57 	 96 	 321 	 303 	0	 292 	 43 	 6 
95年 1月	 4 	 5 	 1 	 41 	 32 	0	 4 	0	0
95年 2月	 4 	 1 	 8 	 29 	 19 	0	 8 	0	0
95年 3月	 4 	 1 	 13 	 36 	 38 	0	 8 	 2 	0
95年 4月	 9 	 3 	 11 	 19 	 17 	0	 9 	 2 	0
95年 5月	 6 	 5 	 8 	 17 	 28 	0	 5 	 2 	0
95年 6月	 10 	 2 	 4 	 25 	 25 	0	 20 	 1 	0
95年 7月	 10 	 4 	 9 	 21 	 29 	0	 40 	 4 	0
95年 8月	 14 	 3 	 8 	 26 	 22 	0	 39 	 2 	0
95年 9月	 12 	 4 	 13 	 18 	 32 	0	 25 	 1 	 1 
95年 10月	 8 	 2 	 6 	 31 	 13 	0	 21 	 2 	 1 
95年 11月	 135 	 13 	 12 	 23 	 17 	0	 58 	 18 	 4 
95年 12月	 29 	 14 	 3 	 35 	 31 	0	 55 	 9 	0
96年	 503 	 158 	 148 	 277 	 398 	0	 589 	 52 	 17 
96年 1月	 36 	 4 	 6 	 24 	 65 	0	 37 	 3 	0
96年 2月	 11 	 6 	 5 	 28 	 41 	0	 37 	 2 	0
96年 3月	 27 	 7 	 8 	 24 	 43 	0	 31 	 3 	0
96年 4月	 34 	 14 	 8 	 20 	 34 	0	 33 	 6 	 1 
96年 5月	 31 	 14 	 11 	 31 	 36 	0	 50 	 3 	 1 
96年 6月	 40 	 14 	 14 	 25 	 12 	0	 23 	 2 	0
96年 7月	 60 	 8 	 11 	 25 	 24 	0	 37 	 5 	0
96年 8月	 58 	 18 	 17 	 18 	 31 	0	 53 	 3 	 2 
96年 9月	 49 	 16 	 19 	 28 	 31 	0	 43 	 6 	 2 
96年 10月	 50 	 20 	 14 	 21 	 33 	0	 49 	 8 	 9 
96年 11月	 66 	 28 	 16 	 18 	 25 	0	 90 	 6 	 1 
96年 12月	 41 	 9 	 19 	 15 	 23 	0	 106 	 5 	 1 
97年	 578 	 166 	 219 	 237 	 392 	0	 1,013 	 106 	 17 
97年 1月	 51 	 14 	 14 	 18 	 46 	0	 64 	 6 	 1 
97年 2月	 30 	 9 	 11 	 18 	 44 	0	 58 	 9 	 1 
97年 3月	 59 	 14 	 28 	 18 	 23 	0	 71 	 9 	 4 
97年 4月	 48 	 12 	 22 	 24 	 35 	0	 76 	 7 	0
97年 5月	 52 	 17 	 21 	 41 	 31 	0	 69 	 7 	0
97年 6月	 44 	 20 	 20 	 15 	 28 	0	 43 	 9 	 4 
97年 7月	 37 	 12 	 17 	 16 	 27 	0	 65 	 12 	0
97年 8月	 42 	 15 	 28 	 16 	 47 	0	 108 	 8 	0
97年 9月	 43 	 17 	 11 	 25 	 29 	0	 98 	 7 	0
97年 10月	 60 	 9 	 13 	 12 	 31 	0	 165 	 13 	 5 
97年 11月	 42 	 16 	 19 	 15 	 25 	0	 89 	 9 	0
97年 12月	 70 	 11 	 15 	 19 	 26 	0	 107 	 10 	 2 
98年	 573 	 172 	 295 	 209 	 286 	0	 1,417 	 137 	 6 
98年 1月	 33 	 15 	 4 	 20 	 18 	0	 81 	 5 	 1 
98年 2月	 42 	 11 	 11 	 22 	 29 	0	 63 	 8 	0
98年 3月	 64 	 12 	 17 	 18 	 19 	0	 92 	 13 	0
98年 4月	 51 	 17 	 7 	 11 	 20 	0	 46 	 12 	0
98年 5月	 39 	 11 	 41 	 14 	 34 	0	 149 	 9 	0
98年 6月	 42 	 12 	 48 	 17 	 16 	0	 90 	 11 	0
98年 7月	 46 	 21 	 19 	 30 	 42 	0	 189 	 14 	0
98年 8月	 45 	 17 	 21 	 17 	 30 	0	 197 	 25 	 1 
98年 9月	 48 	 17 	 58 	 12 	 14 	0	 176 	 8 	 1 
98年 10月	 55 	 12 	 21 	 12 	 16 	0	 133 	 11 	 1 
98年 11月	 55 	 17 	 28 	 16 	 30 	0	 96 	 13 	 1 
98年 12月	 53 	 10 	 20 	 20 	 18 	0	 105 	 8 	 1 
99年	 611 	 277 	 167 	 147 	 194 	0	 830 	 101 	 9 
99年 1月	 51 	 24 	 22 	 9 	 12 	0	 104 	 14 	 2 
99年 2月	 40 	 27 	 14 	 17 	 31 	0	 61 	 10 	0
99年 3月	 66 	 17 	 14 	 19 	 18 	0	 106 	 8 	 2 
99年 4月	 55 	 20 	 16 	 6 	 16 	0	 47 	 4 	0
99年 5月	 55 	 20 	 16 	 10 	 12 	0	 48 	 9 	 3 
99年 6月	 59 	 21 	 11 	 12 	 13 	0	 103 	 7 	0
99年 7月	 51 	 22 	 16 	 14 	 23 	0	 85 	 10 	 2 
99年 8月	 45 	 18 	 12 	 12 	 21 	0	 55 	 11 	0
99年 9月	 55 	 29 	 8 	 12 	 10 	0	 81 	 7 	0
99年 10月	 55 	 23 	 12 	 10 	 18 	0	 45 	 5 	0
99年 11月	 34 	 28 	 14 	 12 	 12 	0	 53 	 13 	0
99年 12月	 45 	 28 	 12 	 14 	 8 	0	 42 	 3 	0
100年	 744 	 347 	 159 	 126 	 147 	0	 606 	 105 	 6 
100年 1月	 71 	 38 	 25 	 20 	 13 	0	 58 	 6 	 1 
100年 2月	 56 	 27 	 14 	 8 	 11 	0	 65 	 12 	0
100年 3月	 66 	 23 	 12 	 14 	 15 	0	 62 	 7 	 2 
100年 4月	 83 	 21 	 7 	 8 	 16 	0	 87 	 8 	0
100年 5月	 66 	 25 	 17 	 8 	 6 	0	 77 	 7 	0
100年 6月	 62 	 29 	 14 	 8 	 16 	0	 82 	 15 	 1 
100年 7月	 58 	 29 	 13 	 10 	 14 	0	 27 	 9 	0
100年 8月	 69 	 26 	 12 	 10 	 20 	0	 22 	 7 	0
100年 9月	 53 	 30 	 13 	 6 	 9 	0	 31 	 10 	0
100年 10月	 60 	 37 	 12 	 8 	 7 	0	 36 	 11 	 1 
100年 11月	 46 	 32 	 15 	 14 	 10 	0	 27 	 9 	 1 
100年 12月	 54 	 30 	 5 	 12 	 10 	0	 32 	 4 	0
101年	 644 	 389 	 190 	 123 	 117 	0	 430 	 127 	 14 
101年 1月	 36 	 33 	 8 	 10 	 6 	0	 30 	 13 	0
101年 2月	 37 	 24 	 3 	 19 	 15 	0	 13 	 7 	 2 
101年 3月	 68 	 25 	 4 	 10 	 12 	0	 31 	 14 	 3 
101年 4月	 49 	 32 	 8 	 11 	 11 	0	 12 	 8 	 1 
101年 5月	 60 	 31 	 13 	 8 	 12 	0	 95 	 16 	0
101年 6月	 41 	 42 	 30 	 6 	 6 	0	 14 	 9 	0
101年 7月	 76 	 27 	 17 	 17 	 8 	0	 51 	 6 	0
101年 8月	 58 	 27 	 10 	 14 	 10 	0	 21 	 14 	 2 
101年 9月	 57 	 44 	 13 	 6 	 10 	0	 47 	 11 	 2 
101年 10月	 65 	 39 	 12 	 9 	 9 	0	 23 	 8 	0
101年 11月	 53 	 30 	 54 	 7 	 9 	0	 46 	 13 	 1 
101年 12月	 44 	 35 	 18 	 6 	 9 	0	 47 	 8 	 3 
102年	 610 	 313 	 187 	 81 	 90 	0	 261 	 94 	 8 
102年 1月	 51 	 36 	 16 	 8 	 11 	0	 31 	 10 	 1 
102年 2月	 37 	 29 	 3 	 3 	 9 	0	 23 	 9 	 1 
102年 3月	 67 	 27 	 26 	 8 	 4 	0	 11 	 11 	0
102年 4月	 51 	 40 	 20 	 13 	 9 	0	 39 	 3 	0
102年 5月	 43 	 25 	 14 	 8 	 3 	0	 18 	 13 	 1 
102年 6月	 56 	 32 	 10 	 5 	 8 	0	 27 	 5 	 1 
102年 7月	 42 	 25 	 17 	 11 	 5 	0	 10 	 5 	0
102年 8月	 62 	 15 	 23 	 6 	 4 	0	 15 	 10 	0
102年 9月	 51 	 22 	 7 	 5 	 8 	0	 16 	 9 	 1 
102年 10月	 64 	 19 	 32 	 7 	 12 	0	 36 	 9 	 2 
102年 11月	 44 	 27 	 7 	 3 	 14 	0	 18 	 2 	0
102年 12月	 42 	 16 	 12 	 4 	 3 	0	 17 	 8 	 1 
103年	 482 	 227 	 190 	 76 	 70 	0	 217 	 84 	 5 
103年 1月	 45 	 20 	 5 	 7 	 10 	0	 15 	 4 	 1 
103年 2月	 27 	 17 	 5 	 7 	 7 	0	 9 	 6 	0
103年 3月	 38 	 24 	 14 	 9 	0	0	 9 	 10 	0
103年 4月	 41 	 17 	 22 	 1 	 7 	0	 16 	 7 	 2 
103年 5月	 49 	 20 	 12 	 3 	 1 	0	 20 	 8 	0
103年 6月	 26 	 21 	 17 	 2 	 12 	0	 25 	 7 	 1 
103年 7月	 43 	 23 	 25 	 3 	 5 	0	 21 	 6 	0
103年 8月	 28 	 19 	 11 	 9 	 5 	0	 8 	 7 	0
103年 9月	 39 	 14 	 18 	 16 	 13 	0	 15 	 3 	 1 
103年 10月	 39 	 16 	 28 	 6 	 3 	0	 33 	 6 	0
103年 11月	 50 	 21 	 22 	 9 	 4 	0	 15 	 8 	0
103年 12月	 57 	 15 	 11 	 4 	 3 	0	 31 	 12 	0
104年	 558 	 320 	 199 	 65 	 71 	0	 267 	 96 	 5 
104年 1月	 41 	 26 	 20 	 7 	 7 	0	 20 	 13 	0
104年 2月	 19 	 17 	 8 	 11 	 4 	0	 13 	 5 	0
104年 3月	 56 	 25 	 15 	 6 	 6 	0	 14 	 8 	0
104年 4月	 47 	 23 	 11 	 5 	 9 	0	 24 	 10 	 1 
104年 5月	 55 	 24 	 29 	 1 	 7 	0	 48 	 10 	 1 
104年 6月	 46 	 26 	 23 	 3 	 5 	0	 33 	 2 	0
104年 7月	 38 	 28 	 18 	 3 	 3 	0	 9 	 8 	 1 
104年 8月	 36 	 28 	 15 	 6 	 10 	0	 22 	 11 	 1 
104年 9月	 57 	 27 	 23 	 5 	 2 	0	 25 	 5 	0
104年 10月	 50 	 34 	 9 	 7 	 6 	0	 8 	 7 	 1 
104年 11月	 47 	 36 	 11 	 7 	 7 	0	 29 	 3 	0
104年 12月	 66 	 26 	 17 	 4 	 5 	0	 22 	 14 	0
105年	 589 	 359 	 120 	 65 	 55 	0	 142 	 99 	 13 
105年 1月	 51 	 29 	 13 	 7 	 6 	0	 17 	 12 	 2 
105年 2月	 38 	 23 	 12 	 5 	 4 	0	 3 	 3 	0
105年 3月	 53 	 25 	 14 	 1 	 5 	0	 12 	 9 	 2 
105年 4月	 42 	 35 	 9 	 3 	 7 	0	 27 	 12 	 2 
105年 5月	 54 	 37 	 9 	 6 	 4 	0	 16 	 10 	0
105年 6月	 49 	 37 	 9 	 6 	 4 	0	 16 	 6 	0
105年 7月	 46 	 28 	 7 	 9 	 6 	0	 9 	 6 	 2 
105年 8月	 52 	 28 	 11 	 3 	 4 	0	 11 	 13 	0
105年 9月	 53 	 39 	 6 	 6 	 6 	0	 11 	 10 	0
105年 10月	 59 	 32 	 14 	 4 	 4 	0	 9 	 8 	 2 
105年 11月	 54 	 27 	 7 	 9 	 3 	0	 6 	 2 	 1 
105年 12月	 38 	 19 	 9 	 6 	 2 	0	 5 	 8 	 2 
