時間	偽造貨幣	偽造度量衡	偽證	誣告	湮滅證據	藏匿頂替	脫逃	違反槍砲彈藥刀械管制條例	其他
89年	 44 	0	 1 	 9 	0	 2 	0	 208 	 573 
89年 1月	 4 	0	0	 1 	0	0	0	 36 	 27 
89年 2月	 5 	0	0	0	0	0	0	 25 	 33 
89年 3月	0	0	 1 	 3 	0	0	0	 20 	 23 
89年 4月	 2 	0	0	0	0	0	0	 10 	 31 
89年 5月	 4 	0	0	0	0	0	0	 20 	 59 
89年 6月	 4 	0	0	 2 	0	 1 	0	 12 	 41 
89年 7月	 3 	0	0	0	0	0	0	 15 	 81 
89年 8月	 5 	0	0	0	0	 1 	0	 9 	 64 
89年 9月	 7 	0	0	0	0	0	0	 15 	 61 
89年 10月	 4 	0	0	 1 	0	0	0	 23 	 54 
89年 11月	 3 	0	0	 1 	0	0	0	 13 	 56 
89年 12月	 3 	0	0	 1 	0	0	0	 10 	 43 
90年	 92 	0	0	 18 	0	 2 	0	 118 	 702 
90年 1月	 7 	0	0	 2 	0	0	0	 12 	 49 
90年 2月	 6 	0	0	 2 	0	0	0	 10 	 26 
90年 3月	 4 	0	0	 1 	0	0	0	 13 	 39 
90年 4月	 6 	0	0	 2 	0	0	0	 6 	 59 
90年 5月	 15 	0	0	 2 	0	0	0	 14 	 54 
90年 6月	 11 	0	0	 3 	0	 1 	0	 10 	 51 
90年 7月	 10 	0	0	0	0	 1 	0	 5 	 97 
90年 8月	 10 	0	0	 1 	0	0	0	 11 	 108 
90年 9月	 6 	0	0	 1 	0	0	0	 15 	 45 
90年 10月	 5 	0	0	0	0	0	0	 9 	 79 
90年 11月	 9 	0	0	 2 	0	0	0	 9 	 65 
90年 12月	 3 	0	0	 2 	0	0	0	 4 	 30 
91年	 54 	0	0	 24 	 1 	0	0	 134 	 1,019 
91年 1月	 5 	0	0	 2 	0	0	0	 4 	 57 
91年 2月	 4 	0	0	0	0	0	0	 20 	 78 
91年 3月	0	0	0	 1 	0	0	0	 13 	 63 
91年 4月	 3 	0	0	 2 	0	0	0	 12 	 62 
91年 5月	 1 	0	0	 3 	0	0	0	 9 	 66 
91年 6月	 2 	0	0	0	0	0	0	 3 	 63 
