,時間,縣市,一般及機車竊盜,汽車竊盜,贓物,賭博,重傷害,一般傷害,詐欺背信,妨害自由,故意殺人,過失致死,駕駛過失,妨害家庭及婚姻,妨害風化,強制性交,共同強制性交,對幼性交,性交猥褻,重大恐嚇取財,一般恐嚇取財,擄人勒贖,侵占,偽造文書印文,第一級毒品,第二級毒品,第三級毒品,第四級毒品,毀棄損壞,妨害公務,妨害電腦使用,強盜,搶奪,內亂,重利,竊佔,偽造有價證券,妨害秩序,違反藥事法,違反國家總動員法,違反森林法,違反著作權法,違反專利法,違反商標法,公共危險,侵害墳墓屍體,妨害名譽,違反就業服務法,違反選罷法,妨害秘密,遺棄,違反貪污治罪條例,瀆職,懲治走私條例,妨害兵役,偽造貨幣,偽造度量衡,偽證,誣告,湮滅證據,藏匿頂替,脫逃,違反槍砲彈藥刀械管制條例,其他_x,其他_y
13,90年,屏東縣," 3,110 ",712,57,192,1,86,29,37,67,1,25,31,64,61,1,18,28,0,158,0,16,52, 506 , 598 ,1,0,22,21,0,70,133,0,46,7,1,28,9,0,5,156,6,2, 871 ,0,2,22,27,0,2,0,0,6,0,21,0,1,4,1,2,1,70,95,236
26,91年,屏東縣," 4,309 ",986,56,103,5,154,76,32,77,2,90,14,37,52,1,19,23,0,103,0,35,40, 482 , 282 ,9,0,22,11,0,106,142,0,16,8,5,1,5,0,2,58,1,33, 780 ,0,5,2,137,1,0,0,4,4,4,7,0,0,14,1,0,1,87,407,315
39,92年,屏東縣," 4,055 ",785,31,97,2,111,164,34,67,1,74,18,18,77,5,23,18,0,221,3,21,50, 735 , 355 ,9,0,22,10,0,115,112,0,17,8,2,0,1,0,1,54,1,110, 628 ,0,2,1,0,0,5,0,0,1,4,13,0,1,20,0,0,0,80,337,288
52,93年,屏東縣," 3,786 ",742,32,84,4,124,280,27,60,1,53,16,53,52,3,24,26,0,91,1,24,40," 1,345 ", 613 ,21,0,23,14,0,96,142,0,23,4,0,1,4,0,3,15,0,31, 753 ,0,2,0,41,0,5,0,0,0,0,12,0,0,15,0,0,0,150,155,329
65,94年,屏東縣," 2,782 ",675,28,50,2,84,261,32,49,1,62,8,74,46,0,11,28,0,18,4,17,26," 1,388 ", 721 ,5,0,24,8,28,126,80,0,31,7,0,0,2,0,5,33,0,39, 515 ,0,5,0,105,1,1,0,0,0,0,6,0,0,12,0,0,2,90,162,150
78,95年,屏東縣," 3,026 ",413,32,134,0,177,690,60,57,1,88,14,72,73,4,26,41,0,31,3,15,42," 1,308 ", 428 ,2,0,37,14,8,82,114,0,66,25,1,0,7,0,13,70,0,52, 600 ,0,10,0,44,1,4,0,0,1,0,5,0,0,15,0,1,0,80,1,264
91,96年,屏東縣," 3,586 ",532,58,178,3,240,728,52,53,0,163,7,85,79,5,32,37,0,39,0,25,48," 1,231 ", 836 ,6,1,41,14,13,97,89,0,62,20,1,1,4,0,3,66,0,29, 937 ,0,27,0,6,1,3,0,0,0,0,2,0,0,23,0,1,1,65,0,344
104,97年,屏東縣," 3,209 ",550,85,213,3,270,731,89,46,3,212,11,57,87,4,36,46,1,14,0,58,88," 1,380 ", 789 ,13,0,42,24,16,33,70,0,46,42,1,0,4,0,10,55,0,25," 1,246 ",0,33,0,34,3,4,1,0,0,0,2,0,0,12,1,1,0,64,12,417
117,98年,屏東縣," 2,754 ",433,54,194,2,324,756,68,51,1,254,22,44,57,3,45,40,0,42,2,36,83," 1,026 ", 729 ,10,2,66,25,22,38,53,0,59,59,2,0,1,0,7,26,0,15," 1,715 ",0,40,1,89,4,0,0,0,0,0,3,0,0,14,1,1,0,60,0,361
130,99年,屏東縣," 2,843 ",410,113,249,0,350,741,123,63,2,330,15,24,63,8,48,75,0,39,1,50,119," 1,056 "," 1,310 ",47,0,78,29,13,31,52,0,117,103,1,0,17,0,9,39,0,13," 2,471 ",0,46,0,88,1,3,0,0,0,0,1,0,1,13,0,0,1,63,1,428
143,100年,屏東縣," 2,175 ",314,83,311,3,264,618,91,34,0,257,14,24,45,1,62,75,0,45,0,43,78, 955 ," 1,303 ",55,2,39,30,9,28,20,0,66,25,2,0,13,0,4,34,0,6," 2,330 ",1,38,0,2,1,3,0,0,0,0,1,0,0,10,0,0,2,64,0,329
156,101年,屏東縣," 2,080 ",328,26,280,3,178,360,106,21,2,156,21,13,26,2,26,109,0,24,0,49,69," 1,006 "," 1,569 ",69,0,41,18,4,13,28,0,42,23,1,0,4,0,10,33,0,2," 1,835 ",0,42,0,9,5,4,0,0,0,0,0,0,0,8,0,0,0,58,0,279
169,102年,屏東縣," 1,564 ",202,35,216,3,257,277,123,8,1,283,12,13,9,2,1,158,0,20,0,63,50, 866 ," 1,094 ",97,0,64,35,8,14,18,0,37,40,2,1,6,0,4,19,0,7," 2,730 ",0,62,0,0,1,1,0,0,1,0,1,0,0,8,0,2,0,49,0,281
182,103年,屏東縣," 1,517 ",172,28,212,1,279,352,108,10,0,406,14,13,4,2,3,153,0,11,0,49,33, 607 ," 1,152 ",45,1,71,14,8,6,6,0,35,42,1,0,7,0,1,19,0,4," 2,730 ",0,48,0,107,8,6,0,0,0,0,3,0,0,7,1,1,0,44,0,276
195,104年,屏東縣," 1,379 ",205,13,282,0,276,432,119,12,1,423,8,20,8,1,0,157,0,18,1,64,40, 701 ," 1,663 ",44,1,64,26,4,10,10,0,43,27,2,2,3,0,2,25,0,2," 3,391 ",0,70,0,8,9,5,0,1,0,0,2,0,0,9,0,0,1,74,0,337
208,105年,屏東縣," 1,436 ",222,4,260,0,290,422,165,11,1,373,10,19,6,0,0,141,0,19,0,88,53, 761 ," 2,089 ",26,0,76,44,4,8,15,0,56,29,0,3,0,0,4,21,0,4," 3,053 ",0,88,0,26,5,2,0,0,0,1,1,0,1,7,1,0,0,63,0,256
0,89年,嘉義市," 1,485 ",274,22,78,1,171,42,28,20,3,168,12,54,18,0,2,8,0,56,2,18,30,84,266,3,0,21,14,0,31,33,0,22,1,1,1,1,0,0,51,0,6,266,0,3,26,1,0,0,0,0,4,0,2,0,0,18,0,1,0,37,33,53
13,90年,嘉義市," 1,739 ",428,28,59,0,188,54,32,17,3,189,15,74,28,0,5,8,0,114,2,31,80,107,220,0,0,31,6,0,27,49,0,8,0,0,21,1,0,0,44,2,12,425,0,5,22,5,0,1,0,0,4,0,5,0,0,27,0,0,0,24,88,76
26,91年,嘉義市," 1,897 ",519,14,49,0,220,95,37,12,0,147,13,69,28,1,9,5,0,69,1,33,50,111,91,4,0,26,8,0,30,55,0,11,3,3,1,0,0,0,57,0,21,540,0,5,9,29,0,2,0,0,2,0,3,0,0,37,0,0,0,31,123,123
39,92年,嘉義市," 2,477 ",576,11,46,0,219,164,36,29,0,76,5,77,40,0,8,7,0,59,1,24,50,123,134,1,0,32,5,0,53,16,0,45,0,2,0,1,0,0,40,0,52,599,0,10,2,0,0,3,0,0,2,0,7,0,1,22,0,1,0,29,189,181
52,93年,嘉義市," 2,850 ",364,19,58,1,156,399,23,11,2,85,10,74,22,1,5,9,0,26,2,17,33,345,394,10,0,28,0,0,19,58,0,32,2,1,0,0,0,1,14,0,36,635,0,9,0,8,1,0,0,0,5,0,4,0,0,25,0,0,0,61,44,174
65,94年,嘉義市," 2,364 ",351,14,41,0,192,508,37,17,7,78,7,52,32,1,9,12,1,17,1,31,48,306,281,1,0,35,4,18,49,10,0,54,4,0,0,0,0,2,14,0,133,594,0,11,6,20,0,0,0,0,6,0,2,0,0,20,0,1,0,41,35,147
78,95年,嘉義市," 2,298 ",265,3,106,1,217,524,50,16,9,90,8,80,36,2,6,9,0,56,0,24,33,304,220,1,0,47,3,8,20,92,0,158,8,3,2,1,0,1,16,0,104,777,0,9,3,5,1,2,0,0,0,0,4,0,0,23,0,0,0,28,0,127
91,96年,嘉義市," 2,182 ",267,30,81,0,199,603,59,13,3,94,12,84,28,1,8,23,0,28,0,35,41,403,305,9,0,35,5,10,19,12,0,128,11,0,0,0,0,1,44,0,111,876,0,14,0,0,1,1,0,0,6,0,2,0,0,18,0,0,0,21,1,150
104,97年,嘉義市," 1,722 ",204,6,67,0,139,530,46,7,1,112,6,96,20,0,4,10,0,37,0,41,42,312,202,8,0,41,10,4,17,20,0,58,1,1,1,0,0,1,20,0,52,653,0,12,0,3,1,0,0,0,0,0,4,0,0,25,0,0,0,25,0,160
117,98年,嘉義市," 1,214 ",108,3,71,0,185,399,51,5,0,133,3,61,31,2,2,10,0,47,0,36,34,376,285,7,0,48,5,7,13,27,0,94,3,1,2,0,0,0,14,0,48,676,0,29,0,12,4,1,0,0,0,0,3,0,0,14,0,0,0,30,0,98
130,99年,嘉義市, 932 ,107,12,92,0,216,282,64,0,0,105,3,39,22,2,5,21,0,12,0,41,25,351,480,10,0,53,9,4,11,26,0,76,3,0,0,7,0,2,15,0,31,824,0,22,0,7,1,2,0,0,0,0,6,0,0,10,1,2,0,24,0,96
143,100年,嘉義市, 790 ,75,16,153,1,135,164,52,1,0,62,3,46,23,0,3,37,0,5,1,35,13,260,431,44,0,31,9,6,4,3,0,85,3,0,0,16,0,4,17,0,71,846,0,29,1,0,6,0,0,0,0,0,4,0,0,6,0,0,0,29,1,125
156,101年,嘉義市, 929 ,67,14,178,0,136,122,48,0,1,40,3,40,19,1,2,30,0,8,0,43,13,287,371,55,0,51,11,4,2,6,0,51,19,0,0,9,0,1,8,0,136,772,0,26,0,0,2,1,0,0,0,0,3,0,1,7,0,0,0,22,0,178
169,102年,嘉義市, 755 ,38,10,183,0,212,130,72,0,0,10,8,39,16,0,0,29,0,9,0,76,19,144,303,78,0,61,10,4,5,4,0,72,3,1,0,4,0,0,22,0,70,895,0,61,0,0,3,0,0,0,0,0,2,0,0,8,0,0,0,14,0,167
182,103年,嘉義市, 754 ,54,5,187,0,178,146,68,4,0,1,1,41,18,0,1,27,0,2,0,53,21,148,315,82,0,52,9,4,3,5,0,67,0,0,0,1,0,0,13,0,53,702,0,31,0,10,3,0,0,0,0,0,1,0,0,6,0,0,0,16,0,109
195,104年,嘉義市, 678 ,24,3,148,0,169,163,66,2,5,1,7,31,23,0,0,32,0,1,0,44,18,157,537,90,0,44,11,3,4,5,0,66,5,3,2,4,0,1,5,0,39,772,0,47,1,1,8,0,0,0,0,0,2,0,0,11,0,0,0,13,0,95
208,105年,嘉義市, 601 ,24,2,166,0,208,216,92,3,0,9,7,18,21,0,0,24,0,5,0,59,23,192,551,61,0,44,16,1,4,0,0,51,2,1,1,0,0,1,7,0,41,851,0,54,0,1,4,0,0,0,0,0,1,0,0,8,0,0,0,19,0,110
0,89年,臺南市(99年改制前)," 3,674 ",558,43,67,0,148, 114 ,62,68,0,57,14,39,38,2,8,12,2,155,3,30,226, 486 ,793,0,0,25,14,0,87,64,0,145,12,1,2,4,0,0,44,6,24, 505 ,0,1,33,0,1,2,0,1,8,0,4,0,0,25,0,2,0,72,19,190
13,90年,臺南市(99年改制前)," 4,440 ",854,43,97,1,136, 70 ,37,53,0,59,11,80,50,1,8,24,0,89,0,34,71, 430 ,341,0,0,18,5,0,93,147,0,39,3,3,3,2,0,0,45,2,16, 565 ,0,4,32,2,1,2,0,0,5,0,16,0,0,19,1,0,0,65,103,119
26,91年,臺南市(99年改制前)," 5,003 ",865,48,122,0,169, 247 ,33,46,1,47,8,113,59,0,6,13,2,136,4,42,74, 391 ,203,4,0,22,3,0,117,130,0,56,6,7,2,1,0,0,72,2,45, 493 ,0,4,10,44,1,0,1,1,3,5,6,0,0,20,0,0,0,68,152,270
39,92年,臺南市(99年改制前)," 5,107 ",830,116,91,0,232, 860 ,36,60,1,72,16,96,59,3,5,6,1,226,1,55,80, 518 ,194,6,0,22,13,0,107,120,0,317,6,4,3,4,0,0,47,1,41, 804 ,0,13,1,1,0,2,0,1,1,16,13,0,0,30,1,0,0,65,164,391
52,93年,臺南市(99年改制前)," 4,394 ",447,148,52,0,165, 610 ,24,35,0,95,9,83,55,1,3,11,0,161,2,42,72, 697 ,234,12,0,15,10,0,97,110,0,234,1,0,1,0,0,0,23,0,33, 576 ,0,8,0,12,1,2,0,0,0,7,5,0,0,20,0,3,0,96,86,419
65,94年,臺南市(99年改制前)," 4,516 ",458,39,56,2,147," 1,298 ",43,28,4,62,7,87,88,0,5,15,0,46,2,30,75, 872 ,325,12,0,33,17,16,120,144,0,131,10,1,1,1,0,0,39,0,22, 580 ,0,16,1,14,2,2,0,1,0,0,5,0,0,12,0,1,1,85,49,304
78,95年,臺南市(99年改制前)," 4,548 ",468,40,109,3,214," 1,291 ",55,29,2,282,8,154,46,0,5,18,1,87,6,80,65," 1,154 ",281,24,0,51,27,29,96,63,0,171,4,0,12,3,0,0,35,0,22," 1,050 ",0,20,0,16,0,2,0,0,4,0,2,0,0,28,1,2,1,91,1,323
91,96年,臺南市(99年改制前)," 4,546 ",371,37,95,0,413," 1,844 ",84,18,2,641,21,137,66,2,5,19,2,80,1,94,66," 1,116 ",382,13,0,137,22,69,68,81,0,132,5,1,0,1,0,0,47,0,43," 1,606 ",0,54,0,0,0,4,0,1,4,1,5,0,1,42,0,1,1,64,0,352
104,97年,臺南市(99年改制前)," 3,965 ",393,29,110,0,357," 1,637 ",107,17,1,562,13,139,37,3,6,36,0,152,1,114,89," 1,243 ",416,8,0,92,15,53,83,53,0,219,5,3,6,0,0,0,44,0,59," 1,550 ",0,56,2,12,3,6,2,0,1,0,3,0,0,24,0,0,0,69,0,170
117,98年,臺南市(99年改制前)," 3,156 ",264,29,84,0,221," 1,450 ",69,16,1,355,5,90,52,2,5,19,0,95,0,60,76, 873 ,398,14,1,88,16,38,44,81,0,119,7,0,0,2,0,1,40,0,34," 1,637 ",1,58,0,0,3,4,0,0,0,0,1,0,0,13,0,2,0,51,0,126
130,99年,臺南市(99年改制前)," 3,304 ",265,49,113,0,344, 908 ,115,16,0,603,14,79,45,3,4,42,0,71,0,104,84, 652 ,568,24,0,87,15,25,29,58,0,109,12,0,1,22,0,0,39,0,22," 1,948 ",0,91,1,35,11,4,0,1,0,0,3,0,0,18,0,2,0,51,0,119
143,100年,臺南市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,101年,臺南市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,102年,臺南市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,103年,臺南市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,104年,臺南市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,105年,臺南市(99年改制前),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,89年,桃園市," 9,512 "," 3,317 ",38,264,5,175, 191 ,74,86,1,33,50,183,71,2,26,31,3,119,8,73,163, 699 ," 2,071 ",1,0,38,18,0,154,99,0,22,11,3,4,0,0,2,111,5,6," 1,115 ",0,5,143,0,0,0,1,0,2,0,24,0,1,27,0,3,1,136,22,365
13,90年,桃園市," 10,875 "," 3,753 ",54,130,1,321, 111 ,85,88,2,61,54,303,109,4,21,61,3,156,8,80,155, 786 , 962 ,3,0,58,56,0,323,214,0,33,12,3,7,0,0,0,252,5,10," 2,381 ",0,7,101,17,0,2,1,0,4,0,64,0,0,30,1,0,1,127,168,356
26,91年,桃園市," 13,439 "," 4,737 ",48,177,5,233, 124 ,66,122,3,9,33,263,104,6,22,36,2,90,6,48,104, 829 , 541 ,3,0,29,49,0,340,355,0,32,5,1,0,0,0,0,146,7,13," 1,846 ",0,2,25,78,0,4,1,1,4,0,36,0,0,20,0,5,0,117,235,262
39,92年,桃園市," 12,544 "," 6,302 ",26,167,4,139, 168 ,48,98,1,26,24,232,138,5,50,41,5,126,8,51,103," 1,133 ", 619 ,4,0,28,25,0,281,316,0,28,6,1,1,0,0,0,144,1,16," 1,619 ",1,2,0,0,1,3,0,0,2,0,35,0,0,20,0,3,0,160,223,208
52,93年,桃園市," 13,904 "," 6,290 ",35,117,1,99, 648 ,49,59,3,11,11,116,108,5,34,26,0,83,3,46,78," 1,491 "," 1,203 ",17,0,27,19,0,214,319,0,36,4,1,0,0,0,1,76,0,23," 1,516 ",0,8,3,7,0,2,1,0,0,9,14,0,0,19,0,1,0,349,175,388
65,94年,桃園市," 15,805 "," 6,864 ",32,199,1,204," 1,403 ",82,89,3,45,25,117,110,10,21,32,0,94,7,64,95," 2,339 "," 1,608 ",19,0,61,41,31,235,266,0,62,13,1,0,3,0,1,74,0,35," 2,149 ",0,14,6,30,2,3,0,0,1,15,11,0,0,27,0,1,1,307,164,434
78,95年,桃園市," 14,497 "," 4,746 ",49,401,1,226," 1,771 ",95,79,6,146,23,132,178,4,26,35,2,119,1,60,124," 2,461 "," 1,584 ",18,0,58,52,29,266,386,0,125,5,1,4,4,0,1,83,0,9," 3,134 ",0,24,3,6,5,6,1,1,1,23,7,0,0,14,0,1,1,225,5,340
91,96年,桃園市," 11,306 "," 3,386 ",50,643,7,338," 2,197 ",142,66,6,216,37,296,216,16,34,45,1,104,4,66,123," 2,357 "," 1,938 ",51,1,73,47,49,195,169,0,127,6,1,0,2,0,0,128,0,21," 6,230 ",0,32,9,1,1,16,1,0,0,1,2,0,0,16,0,2,1,137,0,520
104,97年,桃園市," 9,703 "," 3,375 ",64,530,0,138," 2,650 ",88,75,5,67,23,397,233,8,38,49,0,49,4,34,87," 2,322 "," 2,035 ",106,0,18,41,33,161,118,0,128,3,0,0,0,0,0,128,0,24," 6,430 ",0,14,4,5,1,1,0,0,2,0,5,0,0,12,0,0,0,161,0,241
117,98年,桃園市," 7,727 "," 1,869 ",124,454,1,96," 2,677 ",79,79,1,51,23,294,189,7,42,72,0,81,3,40,92," 2,123 "," 2,080 ",192,0,35,62,80,106,101,0,126,8,3,3,0,0,3,59,0,24," 6,268 ",0,33,2,16,18,1,0,1,0,0,3,0,0,2,0,1,0,140,2,263
130,99年,桃園市," 7,538 "," 1,654 ",198,404,1,91," 1,875 ",89,64,0,36,17,283,171,6,50,73,1,62,3,25,67," 1,686 "," 2,893 ",179,1,29,40,22,90,47,0,124,11,0,0,66,0,0,61,0,24," 5,385 ",0,28,1,12,11,4,1,1,1,0,5,0,0,8,0,0,1,145,0,224
143,100年,桃園市," 6,750 "," 1,212 ",353,383,5,99," 1,220 ",113,52,0,89,7,229,83,4,38,124,1,30,0,50,61," 1,646 "," 2,447 ",346,0,30,28,18,65,44,0,108,5,0,0,31,0,1,64,0,29," 4,842 ",0,23,0,1,15,0,0,0,0,0,3,0,0,4,1,0,0,142,0,229
156,101年,桃園市," 6,958 "," 1,121 ",289,254,3,140, 840 ,110,50,0,69,8,176,44,4,10,150,0,25,1,61,42," 1,380 "," 2,204 ",412,0,18,40,10,50,29,0,95,10,0,0,11,0,2,57,0,27," 3,928 ",1,36,3,8,12,1,0,1,0,0,7,0,0,2,0,1,0,130,1,226
169,102年,桃園市," 5,576 ", 915 ,142,208,1,73, 594 ,98,52,0,43,10,152,23,1,15,103,0,24,1,56,38," 1,237 "," 2,479 ",511,0,20,36,17,41,21,0,94,19,1,0,5,0,4,54,0,72," 4,704 ",0,43,0,0,9,3,2,0,0,0,8,0,0,4,0,1,0,111,0,169
182,103年,桃園市," 5,226 ", 823 ,133,243,1,90, 702 ,98,36,0,63,17,129,27,1,9,98,0,18,0,59,47," 1,286 "," 2,600 ",393,1,36,31,13,16,19,0,116,5,0,2,2,0,0,21,0,91," 5,129 ",0,40,0,12,14,1,0,0,0,0,5,0,0,5,0,2,0,100,5,188
195,104年,桃園市," 4,915 ", 781 ,61,203,3,95, 767 ,94,35,0,112,8,159,19,0,8,95,0,14,0,45,41," 1,491 "," 3,254 ",424,1,33,48,5,33,11,0,45,2,2,2,1,0,8,17,0,92," 4,867 ",0,40,1,4,7,1,0,0,0,1,4,0,0,5,0,0,0,140,4,177
208,105年,桃園市," 4,722 ", 782 ,15,239,0,146, 759 ,146,33,0,217,11,102,22,0,3,90,0,18,0,91,42," 1,366 "," 3,832 ",215,0,50,33,9,30,21,0,38,9,1,1,6,0,2,4,0,24," 4,527 ",0,70,0,2,14,3,0,0,0,0,2,0,0,7,0,1,0,90,3,199
0,89年,基隆市," 2,491 ",342,27,89,1,129,35,13,23,2,41,12,8,43,1,17,17,1,65,2,23,55, 216 ," 1,229 ",0,0,24,21,0,78,34,0,14,18,1,0,0,0,1,16,0,5, 300 ,0,1,114,0,0,0,0,1,7,0,7,0,0,18,1,2,0,49,26,121
13,90年,基隆市," 2,778 ",266,27,67,2,171,44,26,33,4,55,7,15,50,0,15,14,4,43,2,35,53, 244 , 492 ,0,0,27,22,0,106,91,0,1,13,0,0,0,0,1,61,0,3, 523 ,0,7,37,4,3,0,0,0,4,0,12,0,0,12,0,5,0,27,151,79
26,91年,基隆市," 3,345 ",303,20,57,3,151,78,15,40,5,51,10,11,45,0,26,14,0,56,3,20,29, 317 , 180 ,2,0,15,13,0,97,79,0,5,11,8,0,0,0,0,24,0,1, 424 ,0,5,10,13,1,1,0,0,0,0,6,0,0,7,0,0,1,29,143,66
39,92年,基隆市," 3,475 ",304,17,66,3,120,112,9,40,1,50,7,21,35,1,13,4,2,46,0,22,33, 453 , 212 ,5,0,10,14,0,90,75,0,20,8,1,0,1,0,0,26,0,20, 309 ,0,2,2,0,1,1,0,0,0,0,11,0,0,4,0,0,0,24,49,94
52,93年,基隆市," 3,093 ",348,23,111,1,136,431,10,23,3,42,10,17,59,1,13,11,1,88,1,16,44, 937 , 468 ,4,0,18,7,0,63,73,0,7,8,1,0,1,0,0,11,0,9, 635 ,2,7,2,1,0,0,0,0,1,0,2,0,0,2,0,2,0,46,218,115
65,94年,基隆市," 3,544 ",298,24,67,0,122,620,35,19,2,83,5,18,24,1,9,21,0,15,3,16,41," 1,564 ", 550 ,0,0,16,9,6,54,62,0,9,8,0,0,0,0,0,12,0,6, 416 ,0,6,0,12,0,0,0,0,0,0,3,0,0,3,0,0,0,43,58,95
78,95年,基隆市," 2,641 ",138,24,124,2,148,532,9,16,5,99,6,30,30,2,16,13,0,25,2,17,43," 1,144 ", 297 ,6,0,35,8,9,29,52,0,32,13,0,0,0,0,0,27,0,4, 424 ,0,9,0,4,1,2,0,0,0,0,2,0,0,5,1,0,0,33,18,85
91,96年,基隆市," 2,258 ",183,29,92,0,145,787,37,12,0,111,2,15,37,0,3,6,0,11,0,21,28," 1,612 ", 498 ,18,0,20,15,17,33,39,0,53,11,0,0,0,0,0,45,0,3, 353 ,0,8,0,2,0,2,0,0,0,0,2,0,0,7,0,1,0,25,20,68
104,97年,基隆市," 1,702 ",266,20,89,0,95,560,18,9,0,92,1,8,25,0,8,9,0,17,1,42,39," 1,773 ", 400 ,4,0,15,9,9,24,30,0,33,18,0,0,0,0,0,27,0,3, 351 ,0,13,0,1,2,0,0,1,0,0,2,0,0,6,0,1,1,17,12,40
117,98年,基隆市," 1,296 ",138,9,81,0,105,521,20,11,0,105,3,11,26,0,5,36,0,16,0,27,26, 858 , 547 ,28,2,18,10,6,18,13,0,33,17,1,0,0,0,0,33,0,1, 485 ,0,7,0,18,9,2,0,0,1,0,4,0,0,7,0,1,0,22,4,53
130,99年,基隆市," 1,284 ",112,27,108,1,133,383,36,9,2,152,2,14,35,0,4,35,0,19,0,42,65, 709 ," 1,000 ",51,2,30,6,5,24,12,0,39,9,0,0,10,0,2,47,0,6, 830 ,0,28,0,6,0,1,0,0,1,0,4,0,0,3,0,0,0,23,0,98
143,100年,基隆市," 1,081 ",47,18,162,0,166,305,28,20,4,139,8,29,28,0,3,37,0,19,0,58,51, 830 ," 1,154 ",47,0,28,21,11,21,11,0,24,18,1,0,11,0,5,37,0,3, 767 ,1,43,0,0,3,1,0,0,0,0,1,0,0,4,0,0,0,39,0,77
156,101年,基隆市, 996 ,43,30,116,0,247,253,56,15,1,162,8,22,37,1,16,89,0,30,0,55,40, 703 ," 1,109 ",66,0,48,27,5,16,6,0,21,19,0,2,0,0,4,47,0,4, 988 ,0,34,0,3,1,2,0,0,0,0,2,0,0,8,0,0,0,24,1,82
169,102年,基隆市, 853 ,52,15,159,2,230,205,56,13,1,194,6,26,43,3,8,85,0,19,0,64,34, 546 ," 1,048 ",78,0,51,20,6,19,3,0,54,20,0,0,3,0,10,27,0,0," 1,018 ",0,47,3,0,2,0,0,1,0,0,2,0,0,7,0,1,1,27,1,120
182,103年,基隆市, 981 ,44,22,142,0,205,294,99,19,1,234,8,26,35,0,0,69,0,16,0,56,41, 521 ," 1,297 ",54,0,49,36,11,6,4,0,44,23,0,1,4,0,2,42,0,8," 1,526 ",0,56,2,13,2,1,0,0,1,0,1,0,0,3,0,1,0,27,2,145
195,104年,基隆市, 811 ,34,16,140,0,266,369,117,13,0,251,7,33,42,0,0,68,0,15,1,53,66, 486 ," 1,389 ",76,1,57,42,10,17,11,0,34,17,0,4,4,0,0,22,0,2," 1,460 ",0,69,0,0,4,4,0,2,0,0,0,0,0,8,1,0,0,35,2,156
208,105年,基隆市, 758 ,29,2,128,2,286,391,115,13,1,269,5,23,24,0,0,92,0,8,0,70,31, 503 ," 1,505 ",36,3,87,46,7,8,3,0,12,20,0,2,2,0,1,21,0,6," 1,350 ",0,67,0,4,6,2,0,0,1,0,1,0,0,12,0,3,0,22,4,122
0,89年,新竹縣," 1,524 ", 888 ,19,34,5,123,9,19,32,0,26,19,14,44,1,16,14,0,54,1,13,34,97," 1,203 ",0,0,22,15,0,39,19,0,3,2,0,0,0,0,3,27,2,1, 220 ,0,1,129,0,0,0,0,0,0,0,4,0,0,3,0,1,0,62,6,133
13,90年,新竹縣," 1,933 "," 1,009 ",19,12,0,152,26,27,11,0,50,20,39,51,1,11,11,1,79,2,16,24,114, 490 ,0,0,25,15,0,52,19,0,7,1,2,1,2,0,0,57,0,3, 413 ,0,2,68,0,0,0,0,0,0,0,13,0,0,6,0,3,0,39,86,125
26,91年,新竹縣," 2,363 "," 1,046 ",18,6,1,215,36,26,31,0,63,17,45,40,1,17,19,0,58,0,21,19,143, 266 ,0,0,37,13,0,45,29,0,6,5,0,0,0,0,1,55,0,16, 449 ,0,4,14,80,0,3,0,0,0,0,1,0,0,12,0,0,0,29,72,170
39,92年,新竹縣," 2,715 "," 1,199 ",14,12,0,137,128,37,18,4,62,11,20,73,1,17,11,1,45,2,25,57,138, 232 ,1,0,30,9,0,35,26,0,9,2,0,0,0,0,0,41,0,10, 481 ,0,4,1,0,1,2,0,0,0,0,7,0,0,6,1,0,0,35,62,173
