時間	妨害秩序	違反藥事法	違反國家總動員法	違反森林法	違反著作權法	違反專利法	違反商標法	公共危險	侵害墳墓屍體
98年 3月	0	0	0	0	 6 	0	 1 	 60 	0
98年 4月	0	0	0	0	 2 	0	0	 46 	0
98年 5月	0	0	0	0	 2 	0	0	 36 	0
98年 6月	0	0	0	0	 3 	0	0	 39 	0
98年 7月	0	0	0	0	 6 	0	0	 54 	0
98年 8月	0	0	0	0	 2 	0	0	 38 	0
98年 9月	0	0	0	0	 2 	0	0	 31 	0
98年 10月	0	0	0	0	 3 	0	0	 31 	0
98年 11月	0	0	0	0	 1 	0	0	 33 	0
98年 12月	0	0	0	0	0	0	0	 23 	0
99年	0	 10 	0	 2 	 47 	0	 6 	 830 	0
99年 1月	0	0	0	0	 2 	0	0	 57 	0
99年 2月	0	0	0	0	 2 	0	0	 68 	0
99年 3月	0	 1 	0	0	 3 	0	0	 86 	0
99年 4月	0	 2 	0	0	 1 	0	0	 63 	0
99年 5月	0	 1 	0	0	 6 	0	0	 74 	0
99年 6月	0	 2 	0	0	 1 	0	 1 	 71 	0
99年 7月	0	0	0	 1 	 4 	0	0	 81 	0
99年 8月	0	 2 	0	 1 	 3 	0	0	 100 	0
99年 9月	0	0	0	0	 2 	0	 1 	 96 	0
99年 10月	0	 1 	0	0	 9 	0	0	 46 	0
99年 11月	0	 1 	0	0	 5 	0	 3 	 13 	0
99年 12月	0	0	0	0	 9 	0	 1 	 75 	0
100年	0	 11 	0	 5 	 37 	0	 3 	 767 	 1 
100年 1月	0	0	0	0	 3 	0	 2 	 78 	0
100年 2月	0	 3 	0	0	 3 	0	0	 73 	0
100年 3月	0	 1 	0	0	 4 	0	0	 51 	0
100年 4月	0	0	0	 1 	 3 	0	0	 64 	0
100年 5月	0	 1 	0	0	 3 	0	0	 54 	0
100年 6月	0	 1 	0	0	 9 	0	0	 32 	0
100年 7月	0	0	0	0	 4 	0	0	 90 	0
100年 8月	0	 1 	0	 2 	 1 	0	0	 92 	0
100年 9月	0	 4 	0	0	 1 	0	0	 76 	 1 
100年 10月	0	0	0	0	 4 	0	0	 66 	0
100年 11月	0	0	0	 1 	 1 	0	 1 	 44 	0
100年 12月	0	0	0	 1 	 1 	0	0	 47 	0
101年	 2 	0	0	 4 	 47 	0	 4 	 988 	0
101年 1月	0	0	0	0	 2 	0	 1 	 71 	0
101年 2月	0	0	0	0	 3 	0	 1 	 94 	0
101年 3月	0	0	0	 1 	 8 	0	0	 101 	0
101年 4月	0	0	0	0	 4 	0	0	 99 	0
101年 5月	 1 	0	0	0	 6 	0	0	 84 	0
101年 6月	0	0	0	 1 	0	0	0	 81 	0
101年 7月	0	0	0	0	 5 	0	0	 109 	0
101年 8月	0	0	0	0	 2 	0	0	 88 	0
101年 9月	0	0	0	0	 5 	0	0	 75 	0
101年 10月	0	0	0	0	 5 	0	 1 	 72 	0
101年 11月	 1 	0	0	 2 	 4 	0	0	 66 	0
101年 12月	0	0	0	0	 3 	0	 1 	 48 	0
102年	0	 3 	0	 10 	 27 	0	0	 1,018 	0
102年 1月	0	0	0	0	 3 	0	0	 57 	0
102年 2月	0	0	0	 1 	0	0	0	 78 	0
102年 3月	0	0	0	0	 7 	0	0	 51 	0
102年 4月	0	0	0	 1 	 2 	0	0	 72 	0
102年 5月	0	0	0	 2 	0	0	0	 70 	0
102年 6月	0	0	0	0	 3 	0	0	 84 	0
102年 7月	0	0	0	 3 	 2 	0	0	 130 	0
102年 8月	0	0	0	 1 	 1 	0	0	 121 	0
102年 9月	0	 3 	0	0	 2 	0	0	 104 	0
102年 10月	0	0	0	 2 	 1 	0	0	 107 	0
102年 11月	0	0	0	0	 1 	0	0	 87 	0
102年 12月	0	0	0	0	 5 	0	0	 57 	0
103年	 1 	 4 	0	 2 	 42 	0	 8 	 1,526 	0
103年 1月	0	0	0	0	 1 	0	0	 96 	0
103年 2月	0	0	0	0	 2 	0	0	 99 	0
103年 3月	0	 1 	0	0	 1 	0	0	 138 	0
103年 4月	0	0	0	0	 3 	0	0	 143 	0
103年 5月	0	0	0	0	 5 	0	 1 	 187 	0
103年 6月	0	0	0	 1 	 3 	0	 1 	 143 	0
103年 7月	0	0	0	 1 	 3 	0	 2 	 149 	0
103年 8月	0	0	0	0	 5 	0	0	 146 	0
103年 9月	0	 1 	0	0	 6 	0	 2 	 143 	0
103年 10月	0	 1 	0	0	 5 	0	0	 118 	0
103年 11月	0	 1 	0	0	 3 	0	 1 	 92 	0
103年 12月	 1 	0	0	0	 5 	0	 1 	 72 	0
104年	 4 	 4 	0	0	 22 	0	 2 	 1,460 	0
104年 1月	0	0	0	0	 4 	0	 1 	 133 	0
104年 2月	 1 	0	0	0	 2 	0	 1 	 136 	0
104年 3月	0	 1 	0	0	 1 	0	0	 87 	0
104年 4月	0	0	0	0	 5 	0	0	 126 	0
104年 5月	0	0	0	0	0	0	0	 126 	0
104年 6月	 1 	0	0	0	0	0	0	 127 	0
104年 7月	 1 	0	0	0	 2 	0	0	 146 	0
104年 8月	0	 2 	0	0	 2 	0	0	 128 	0
104年 9月	0	0	0	0	0	0	0	 132 	0
104年 10月	 1 	 1 	0	0	 1 	0	0	 117 	0
104年 11月	0	0	0	0	0	0	0	 112 	0
104年 12月	0	0	0	0	 5 	0	0	 90 	0
105年	 2 	 2 	0	 1 	 21 	0	 6 	 1,350 	0
105年 1月	0	0	0	0	 2 	0	0	 82 	0
105年 2月	0	 1 	0	0	 1 	0	 1 	 107 	0
105年 3月	0	0	0	 1 	 1 	0	0	 115 	0
105年 4月	0	0	0	0	 2 	0	 2 	 126 	0
105年 5月	0	0	0	0	 1 	0	 1 	 155 	0
105年 6月	0	0	0	0	 1 	0	0	 127 	0
105年 7月	0	 1 	0	0	 2 	0	 1 	 143 	0
105年 8月	 1 	0	0	0	 1 	0	0	 124 	0
105年 9月	0	0	0	0	 1 	0	0	 99 	0
105年 10月	 1 	0	0	0	 5 	0	0	 87 	0
105年 11月	0	0	0	0	 2 	0	 1 	 102 	0
105年 12月	0	0	0	0	 2 	0	0	 83 	0
