時間	妨害名譽	違反就業服務法	違反選罷法	妨害秘密	遺棄	違反貪污治罪條例	瀆職	懲治走私條例	妨害兵役
96年 8月	0	0	0	0	0	0	0	0	0
96年 9月	 3 	 2 	0	0	0	0	0	0	0
96年 10月	 1 	0	0	0	0	0	 1 	0	0
96年 11月	 4 	0	 1 	0	 1 	 1 	0	0	0
96年 12月	 1 	0	 3 	0	 1 	0	0	0	0
97年	 33 	 1 	 39 	 3 	 3 	0	0	0	0
97年 1月	 5 	0	 35 	0	0	0	0	0	0
97年 2月	 1 	0	0	0	 1 	0	0	0	0
97年 3月	 3 	0	 1 	0	0	0	0	0	0
97年 4月	 2 	0	0	0	0	0	0	0	0
97年 5月	 1 	0	0	0	0	0	0	0	0
97年 6月	 2 	0	 2 	0	0	0	0	0	0
97年 7月	 2 	0	0	 1 	0	0	0	0	0
97年 8月	 4 	0	 1 	0	0	0	0	0	0
97年 9月	 3 	 1 	0	0	0	0	0	0	0
97年 10月	 4 	0	0	 1 	 1 	0	0	0	0
97年 11月	 3 	0	0	 1 	0	0	0	0	0
97年 12月	 3 	0	0	0	 1 	0	0	0	0
98年	 30 	 2 	 176 	 17 	0	 1 	0	0	0
98年 1月	 2 	0	0	0	0	0	0	0	0
98年 2月	 1 	0	0	0	0	0	0	0	0
98年 3月	 5 	0	0	 1 	0	0	0	0	0
98年 4月	0	0	0	 6 	0	0	0	0	0
98年 5月	 1 	0	0	 1 	0	0	0	0	0
98年 6月	 2 	 1 	0	 2 	0	0	0	0	0
98年 7月	 5 	0	0	 1 	0	0	0	0	0
98年 8月	 3 	0	0	0	0	0	0	0	0
98年 9月	 5 	 1 	0	 2 	0	 1 	0	0	0
98年 10月	 2 	0	 1 	 1 	0	0	0	0	0
98年 11月	 1 	0	 57 	 2 	0	0	0	0	0
98年 12月	 3 	0	 118 	 1 	0	0	0	0	0
99年	 29 	 2 	 95 	 4 	 6 	0	0	0	0
99年 1月	 3 	 1 	0	0	0	0	0	0	0
99年 2月	 2 	 1 	0	0	 1 	0	0	0	0
99年 3月	 2 	0	0	0	0	0	0	0	0
99年 4月	 1 	0	0	 2 	 1 	0	0	0	0
99年 5月	 1 	0	 14 	 2 	0	0	0	0	0
99年 6月	 3 	0	 77 	0	0	0	0	0	0
99年 7月	 1 	0	 3 	0	0	0	0	0	0
99年 8月	 4 	0	 1 	0	0	0	0	0	0
99年 9月	 3 	0	0	0	0	0	0	0	0
99年 10月	 5 	0	0	0	 1 	0	0	0	0
99年 11月	 1 	0	0	0	 2 	0	0	0	0
99年 12月	 3 	0	0	0	 1 	0	0	0	0
100年	 60 	 3 	 15 	 4 	 2 	0	 1 	0	0
100年 1月	 8 	0	0	0	0	0	0	0	0
100年 2月	 2 	 1 	0	0	 1 	0	0	0	0
100年 3月	 2 	0	 1 	0	 1 	0	0	0	0
100年 4月	 7 	0	0	0	0	0	0	0	0
100年 5月	 6 	0	0	 1 	0	0	0	0	0
100年 6月	 5 	0	0	0	0	0	0	0	0
100年 7月	 5 	0	0	0	0	0	0	0	0
100年 8月	 6 	0	 2 	 1 	0	0	0	0	0
100年 9月	 4 	 1 	 1 	0	0	0	0	0	0
100年 10月	 5 	0	 1 	0	0	0	0	0	0
100年 11月	 5 	 1 	 2 	 1 	0	0	 1 	0	0
100年 12月	 5 	0	 8 	 1 	0	0	0	0	0
101年	 72 	 3 	 21 	 9 	 1 	0	 1 	0	0
101年 1月	 3 	0	 21 	0	0	0	 1 	0	0
101年 2月	 4 	 1 	0	0	0	0	0	0	0
101年 3月	 8 	0	0	 1 	0	0	0	0	0
101年 4月	 4 	0	0	 1 	 1 	0	0	0	0
101年 5月	 7 	 1 	0	0	0	0	0	0	0
101年 6月	 8 	0	0	 1 	0	0	0	0	0
101年 7月	 7 	 1 	0	 2 	0	0	0	0	0
101年 8月	 8 	0	0	 2 	0	0	0	0	0
101年 9月	 6 	0	0	 1 	0	0	0	0	0
101年 10月	 3 	0	0	0	0	0	0	0	0
101年 11月	 7 	0	0	0	0	0	0	0	0
101年 12月	 7 	0	0	 1 	0	0	0	0	0
102年	 86 	0	0	 5 	0	 2 	0	0	 1 
102年 1月	 7 	0	0	0	0	0	0	0	0
102年 2月	 6 	0	0	0	0	0	0	0	0
102年 3月	 8 	0	0	 1 	0	 1 	0	0	0
102年 4月	 7 	0	0	0	0	0	0	0	0
102年 5月	 9 	0	0	0	0	0	0	0	0
102年 6月	 11 	0	0	0	0	 1 	0	0	0
102年 7月	 11 	0	0	 1 	0	0	0	0	0
102年 8月	 8 	0	0	0	0	0	0	0	0
102年 9月	 8 	0	0	 2 	0	0	0	0	0
102年 10月	 1 	0	0	0	0	0	0	0	0
102年 11月	 6 	0	0	0	0	0	0	0	 1 
102年 12月	 4 	0	0	 1 	0	0	0	0	0
103年	 96 	 1 	 130 	 6 	 4 	0	 1 	 1 	0
103年 1月	 9 	0	0	 1 	0	0	0	0	0
103年 2月	 9 	0	0	 2 	0	0	0	 1 	0
103年 3月	 9 	0	0	0	0	0	0	0	0
103年 4月	 5 	0	 1 	 1 	0	0	0	0	0
103年 5月	 5 	0	0	0	0	0	0	0	0
103年 6月	 9 	0	0	 1 	 1 	0	0	0	0
103年 7月	 8 	0	0	0	0	0	 1 	0	0
103年 8月	 14 	0	0	0	 1 	0	0	0	0
103年 9月	 3 	 1 	 3 	 1 	 1 	0	0	0	0
103年 10月	 6 	0	 18 	0	0	0	0	0	0
103年 11月	 11 	0	 66 	0	0	0	0	0	0
103年 12月	 8 	0	 42 	0	 1 	0	0	0	0
104年	 114 	 2 	 11 	 16 	 4 	 1 	 2 	0	0
104年 1月	 6 	0	 1 	0	0	0	0	0	0
104年 2月	 2 	0	0	 4 	0	0	0	0	0
104年 3月	 7 	0	0	0	0	0	0	0	0
104年 4月	 12 	0	0	0	0	0	 1 	0	0
104年 5月	 10 	0	 2 	 2 	0	0	 1 	0	0
104年 6月	 14 	0	0	0	0	0	0	0	0
104年 7月	 14 	0	0	0	 1 	0	0	0	0
104年 8月	 11 	0	0	 1 	0	0	0	0	0
104年 9月	 8 	0	0	 3 	 1 	0	0	0	0
104年 10月	 14 	 1 	 1 	 3 	 1 	0	0	0	0
104年 11月	 7 	 1 	0	 2 	 1 	 1 	0	0	0
104年 12月	 9 	0	 7 	 1 	0	0	0	0	0
105年	 169 	 2 	 6 	 13 	 1 	 1 	 1 	0	0
105年 1月	 13 	0	 6 	 1 	0	0	0	0	0
105年 2月	 7 	0	0	0	0	0	0	0	0
105年 3月	 13 	0	0	 1 	0	0	 1 	0	0
105年 4月	 9 	0	0	 1 	0	0	0	0	0
105年 5月	 16 	0	0	 2 	0	0	0	0	0
105年 6月	 20 	 1 	0	 2 	0	0	0	0	0
105年 7月	 19 	0	0	 1 	0	0	0	0	0
105年 8月	 14 	0	0	0	 1 	 1 	0	0	0
105年 9月	 11 	0	0	 2 	0	0	0	0	0
105年 10月	 14 	 1 	0	 1 	0	0	0	0	0
105年 11月	 22 	0	0	0	0	0	0	0	0
105年 12月	 11 	0	0	 2 	0	0	0	0	0
