時間	一般恐嚇取財	擄人勒贖	侵占	偽造文書印文	第一級毒品	第二級毒品	第三級毒品	第四級毒品	其他
96年 1月	 1 	0	0	 3 	 81 	 24 	0	0	0
96年 2月	 3 	0	 2 	 4 	 183 	 60 	 2 	0	 4 
96年 3月	 2 	0	0	0	 98 	 19 	 1 	0	0
96年 4月	0	0	0	 1 	 130 	 33 	 1 	0	 2 
96年 5月	 1 	0	 1 	 2 	 104 	 42 	 1 	0	 1 
96年 6月	0	0	 3 	 2 	 107 	 33 	0	0	0
96年 7月	0	0	0	 1 	 138 	 55 	 1 	0	0
96年 8月	0	0	 3 	 3 	 131 	 48 	 2 	0	 2 
96年 9月	 2 	0	 3 	0	 149 	 47 	0	0	 5 
96年 10月	0	0	 5 	 4 	 181 	 57 	 6 	0	 1 
96年 11月	 1 	0	0	 4 	 156 	 44 	0	0	0
96年 12月	 1 	0	 4 	 4 	 154 	 36 	 4 	0	 5 
97年	 17 	 1 	 42 	 39 	 1,773 	 400 	 4 	0	 12 
97年 1月	0	0	 2 	 3 	 137 	 28 	 1 	0	 2 
97年 2月	 2 	0	 2 	 3 	 224 	 37 	0	0	 3 
97年 3月	 2 	0	 1 	 3 	 161 	 41 	0	0	0
97年 4月	 1 	0	 4 	 5 	 120 	 27 	0	0	0
97年 5月	0	0	 1 	 2 	 111 	 21 	 2 	0	 1 
97年 6月	 1 	 1 	 3 	 3 	 113 	 28 	0	0	 1 
97年 7月	 1 	0	 3 	 4 	 138 	 49 	0	0	 2 
97年 8月	 2 	0	 6 	 4 	 183 	 54 	0	0	0
97年 9月	 2 	0	 6 	 5 	 224 	 49 	0	0	 3 
97年 10月	 2 	0	 5 	 2 	 153 	 28 	0	0	0
97年 11月	 4 	0	 2 	 3 	 112 	 20 	 1 	0	0
97年 12月	0	0	 7 	 2 	 97 	 18 	0	0	0
98年	 16 	0	 27 	 26 	 858 	 547 	 28 	 2 	 4 
98年 1月	 1 	0	 1 	 3 	 86 	 31 	0	0	0
98年 2月	0	0	 4 	 6 	 145 	 70 	 3 	0	0
98年 3月	 1 	0	 4 	 2 	 75 	 53 	 1 	0	0
98年 4月	0	0	 6 	 2 	 86 	 46 	 4 	 1 	 1 
98年 5月	 2 	0	0	 4 	 77 	 49 	 4 	 1 	0
98年 6月	 1 	0	 2 	 3 	 49 	 27 	 3 	0	0
98年 7月	 1 	0	 2 	 2 	 87 	 55 	 3 	0	 1 
98年 8月	 2 	0	 4 	 1 	 96 	 54 	 6 	0	 1 
98年 9月	 2 	0	0	 2 	 41 	 28 	0	0	0
98年 10月	 1 	0	0	0	 43 	 42 	 1 	0	 1 
98年 11月	 3 	0	 1 	 1 	 40 	 57 	 2 	0	0
98年 12月	 2 	0	 3 	0	 33 	 35 	 1 	0	0
99年	 19 	0	 42 	 65 	 709 	 1,000 	 51 	 2 	0
99年 1月	 1 	0	 5 	 2 	 23 	 33 	 1 	0	0
99年 2月	 1 	0	 1 	 6 	 65 	 121 	 10 	0	0
99年 3月	 3 	0	 3 	 4 	 66 	 86 	 2 	 1 	0
99年 4月	0	0	 4 	 8 	 63 	 69 	 2 	0	0
99年 5月	0	0	 6 	 4 	 57 	 76 	0	0	0
99年 6月	 2 	0	 1 	 4 	 42 	 63 	0	0	0
99年 7月	 2 	0	 3 	 1 	 60 	 72 	 4 	0	0
99年 8月	 3 	0	 3 	 7 	 85 	 116 	 7 	0	0
99年 9月	 3 	0	 6 	 14 	 78 	 105 	 3 	0	0
99年 10月	0	0	 2 	0	 71 	 111 	 10 	0	0
99年 11月	0	0	 2 	 3 	 33 	 43 	 6 	0	0
99年 12月	 4 	0	 6 	 12 	 66 	 105 	 6 	 1 	0
100年	 19 	0	 58 	 51 	 830 	 1,154 	 47 	0	0
100年 1月	 2 	0	 5 	 3 	 65 	 105 	 7 	0	0
100年 2月	 1 	0	 1 	 4 	 81 	 102 	 1 	0	0
100年 3月	 2 	0	 4 	 5 	 43 	 85 	 6 	0	0
100年 4月	 3 	0	 7 	 7 	 74 	 85 	 2 	0	0
100年 5月	 3 	0	 7 	 3 	 68 	 112 	 1 	0	0
100年 6月	0	0	 1 	 1 	 54 	 68 	 4 	0	0
100年 7月	 1 	0	 5 	 5 	 95 	 160 	 9 	0	0
100年 8月	0	0	 6 	 7 	 100 	 140 	 5 	0	0
100年 9月	 2 	0	 11 	 1 	 71 	 89 	 2 	0	0
100年 10月	 2 	0	 3 	 6 	 62 	 84 	 2 	0	0
100年 11月	 3 	0	 3 	 5 	 78 	 82 	 5 	0	0
100年 12月	0	0	 5 	 4 	 39 	 42 	 3 	0	0
101年	 30 	0	 55 	 40 	 703 	 1,109 	 66 	0	 1 
101年 1月	 3 	0	 1 	0	 61 	 75 	 2 	0	0
101年 2月	 2 	0	 2 	 6 	 65 	 73 	 4 	0	0
101年 3月	 1 	0	 5 	 4 	 48 	 56 	 9 	0	0
101年 4月	 2 	0	 3 	 2 	 86 	 111 	 3 	0	0
101年 5月	 1 	0	 6 	 3 	 50 	 101 	 4 	0	0
101年 6月	 1 	0	 6 	 2 	 53 	 71 	 4 	0	0
101年 7月	 10 	0	 4 	 6 	 48 	 98 	 5 	0	0
101年 8月	 3 	0	 4 	 5 	 50 	 130 	 10 	0	0
101年 9月	 4 	0	 6 	 3 	 56 	 108 	 2 	0	 1 
101年 10月	0	0	 10 	 4 	 75 	 121 	 6 	0	0
101年 11月	 2 	0	 5 	 4 	 59 	 93 	 5 	0	0
101年 12月	 1 	0	 3 	 1 	 52 	 72 	 12 	0	0
102年	 19 	0	 64 	 34 	 546 	 1,048 	 78 	0	 1 
102年 1月	 1 	0	 4 	 5 	 35 	 46 	 4 	0	0
102年 2月	 2 	0	 4 	 2 	 72 	 121 	 10 	0	0
102年 3月	 1 	0	 3 	0	 51 	 101 	 9 	0	0
102年 4月	 1 	0	 6 	 2 	 45 	 93 	 11 	0	0
102年 5月	 7 	0	 7 	 1 	 50 	 91 	 6 	0	0
102年 6月	0	0	 3 	 3 	 33 	 81 	 2 	0	0
102年 7月	0	0	 4 	 2 	 45 	 77 	 13 	0	0
102年 8月	 3 	0	 7 	 2 	 47 	 95 	 7 	0	 1 
102年 9月	 1 	0	 5 	 3 	 27 	 70 	 3 	0	0
102年 10月	 1 	0	 9 	 8 	 49 	 71 	 4 	0	0
102年 11月	 2 	0	 4 	 4 	 52 	 125 	 3 	0	0
102年 12月	0	0	 8 	 2 	 40 	 77 	 6 	0	0
103年	 16 	0	 56 	 41 	 521 	 1,297 	 54 	0	 2 
103年 1月	 2 	0	 7 	 2 	 63 	 123 	 10 	0	0
103年 2月	0	0	 5 	 1 	 44 	 99 	 8 	0	0
103年 3月	0	0	 8 	 2 	 44 	 78 	 6 	0	0
103年 4月	 3 	0	 4 	 7 	 41 	 78 	 3 	0	0
103年 5月	 2 	0	 4 	 2 	 37 	 102 	 5 	0	0
103年 6月	 2 	0	 2 	 1 	 30 	 113 	 3 	0	0
103年 7月	0	0	 9 	 6 	 37 	 136 	 4 	0	0
103年 8月	 1 	0	 2 	 3 	 62 	 134 	 6 	0	0
103年 9月	 2 	0	 3 	 2 	 50 	 115 	 4 	0	0
103年 10月	0	0	 3 	 4 	 46 	 131 	0	0	 1 
103年 11月	 2 	0	 5 	 5 	 39 	 109 	 1 	0	0
103年 12月	 2 	0	 4 	 6 	 28 	 79 	 4 	0	 1 
104年	 15 	 1 	 53 	 66 	 486 	 1,389 	 76 	 1 	 2 
104年 1月	 1 	0	 7 	 5 	 24 	 90 	 1 	0	0
104年 2月	0	0	 6 	 7 	 37 	 89 	 8 	0	0
104年 3月	 6 	 1 	 4 	 10 	 43 	 128 	 6 	0	0
104年 4月	 2 	0	 1 	 4 	 43 	 112 	 8 	0	0
104年 5月	 1 	0	 2 	 7 	 44 	 120 	 5 	0	0
104年 6月	 1 	0	 1 	 3 	 37 	 102 	 7 	0	0
104年 7月	0	0	 7 	 4 	 33 	 114 	 16 	0	0
104年 8月	 2 	0	 3 	 4 	 52 	 155 	 6 	 1 	 1 
104年 9月	0	0	 1 	 3 	 49 	 122 	 4 	0	0
104年 10月	0	0	 10 	 5 	 43 	 126 	 5 	0	0
104年 11月	 2 	0	 8 	 11 	 37 	 96 	 5 	0	0
104年 12月	0	0	 3 	 3 	 44 	 135 	 5 	0	 1 
105年	 8 	0	 70 	 31 	 503 	 1,505 	 36 	 3 	 4 
105年 1月	0	0	 1 	 6 	 35 	 86 	 3 	0	0
105年 2月	0	0	 6 	 4 	 29 	 92 	 2 	 1 	0
105年 3月	0	0	 2 	 2 	 34 	 144 	 1 	0	 1 
105年 4月	0	0	 9 	 2 	 28 	 115 	 1 	0	0
105年 5月	 2 	0	 6 	 4 	 54 	 122 	 1 	0	 1 
105年 6月	 1 	0	 3 	0	 40 	 126 	 2 	0	0
105年 7月	 1 	0	 7 	 2 	 49 	 172 	 14 	0	 1 
105年 8月	0	0	 7 	 3 	 50 	 130 	 6 	0	 1 
105年 9月	 1 	0	 11 	 1 	 35 	 105 	0	 1 	0
105年 10月	0	0	 6 	 3 	 49 	 126 	 1 	0	0
105年 11月	0	0	 5 	 2 	 67 	 182 	 1 	 1 	0
105年 12月	 3 	0	 7 	 2 	 33 	 105 	 4 	0	0
