時間	毀棄損壞	妨害公務	妨害電腦使用	強盜	搶奪	內亂	重利	竊佔	偽造有價證券
89年	 58 	 8 	0	 38 	 7 	0	 19 	 4 	0
89年 1月	 5 	 2 	0	 2 	 1 	0	 3 	0	0
89年 2月	 2 	 1 	0	 8 	0	0	0	0	0
89年 3月	 4 	0	0	0	 1 	0	 2 	0	0
89年 4月	 1 	 1 	0	 1 	0	0	 1 	0	0
89年 5月	 6 	 1 	0	 4 	 1 	0	 3 	 1 	0
89年 6月	 4 	 1 	0	 2 	0	0	 2 	0	0
89年 7月	 2 	0	0	 2 	0	0	 1 	 1 	0
89年 8月	 9 	 1 	0	 5 	0	0	 2 	 1 	0
89年 9月	 10 	 1 	0	 4 	0	0	0	0	0
89年 10月	 4 	0	0	 4 	 1 	0	 1 	0	0
89年 11月	 6 	0	0	 4 	 1 	0	 1 	 1 	0
89年 12月	 5 	0	0	 2 	 2 	0	 3 	0	0
90年	 80 	 14 	0	 15 	 20 	0	 10 	 4 	0
90年 1月	 7 	 1 	0	 2 	0	0	0	 1 	0
90年 2月	 6 	0	0	0	 1 	0	 1 	0	0
90年 3月	 7 	 1 	0	 1 	0	0	 1 	0	0
90年 4月	 5 	 1 	0	 3 	0	0	 3 	0	0
90年 5月	 11 	 3 	0	 1 	 3 	0	0	 1 	0
90年 6月	 5 	 1 	0	 2 	 3 	0	0	0	0
90年 7月	 8 	 3 	0	 1 	 1 	0	 1 	 1 	0
90年 8月	 6 	 1 	0	 1 	 1 	0	 2 	 1 	0
90年 9月	 4 	 1 	0	0	 4 	0	 2 	0	0
90年 10月	 8 	0	0	 1 	 5 	0	0	0	0
90年 11月	 6 	0	0	 1 	0	0	0	0	0
90年 12月	 7 	 2 	0	 2 	 2 	0	0	0	0
91年	 79 	 13 	0	 37 	 33 	0	 13 	 5 	 3 
91年 1月	 6 	0	0	0	0	0	0	 1 	0
91年 2月	 5 	 2 	0	 2 	 3 	0	 1 	 1 	0
91年 3月	 5 	 1 	0	 8 	 1 	0	 2 	0	0
91年 4月	 10 	0	0	 1 	 7 	0	 1 	 1 	0
91年 5月	 7 	0	0	 4 	 3 	0	0	0	 1 
91年 6月	 7 	 1 	0	0	 2 	0	 1 	0	 1 
91年 7月	 5 	 3 	0	 2 	0	0	 1 	 1 	0
91年 8月	 9 	 1 	0	 7 	 8 	0	0	0	0
91年 9月	 7 	0	0	 3 	 2 	0	0	 1 	 1 
91年 10月	 6 	 2 	0	 2 	 4 	0	 2 	0	0
91年 11月	 1 	 1 	0	 2 	0	0	0	0	0
91年 12月	 11 	 2 	0	 6 	 3 	0	 5 	0	0
92年	 80 	 5 	0	 34 	 26 	0	 21 	0	 4 
92年 1月	 8 	 1 	0	 7 	 5 	0	 8 	0	0
92年 2月	 4 	0	0	 7 	 1 	0	0	0	0
92年 3月	 6 	 1 	0	0	0	0	0	0	0
92年 4月	 7 	 1 	0	 4 	 1 	0	 1 	0	 2 
92年 5月	 10 	 1 	0	 3 	0	0	0	0	0
92年 6月	 11 	0	0	 5 	 2 	0	 1 	0	0
92年 7月	 4 	 1 	0	0	 2 	0	 1 	0	 1 
92年 8月	 4 	0	0	 3 	 3 	0	 4 	0	0
92年 9月	 11 	0	0	 3 	 1 	0	 1 	0	0
92年 10月	 7 	0	0	 1 	 2 	0	 3 	0	0
92年 11月	 1 	0	0	0	 4 	0	0	0	 1 
92年 12月	 7 	0	0	 1 	 5 	0	 2 	0	0
93年	 60 	 8 	0	 23 	 21 	0	 15 	 9 	0
93年 1月	 5 	0	0	 1 	 5 	0	 2 	0	0
93年 2月	 5 	 1 	0	0	 1 	0	0	0	0
93年 3月	 8 	0	0	 2 	0	0	0	0	0
93年 4月	 3 	 1 	0	 5 	 1 	0	 2 	0	0
93年 5月	 2 	0	0	0	 1 	0	 2 	0	0
93年 6月	 7 	 1 	0	0	 5 	0	 1 	0	0
93年 7月	 5 	0	0	 1 	 3 	0	 1 	0	0
93年 8月	 7 	 1 	0	 4 	 1 	0	 3 	0	0
93年 9月	 4 	 2 	0	 2 	 1 	0	 3 	0	0
93年 10月	 4 	 2 	0	 2 	0	0	0	 1 	0
93年 11月	 7 	0	0	0	 2 	0	 1 	 8 	0
93年 12月	 3 	0	0	 6 	 1 	0	0	0	0
94年	 60 	 12 	 56 	 26 	 18 	0	 17 	 1 	 1 
94年 1月	 5 	 2 	 2 	 4 	 4 	0	0	0	0
94年 2月	 4 	0	 3 	 2 	0	0	0	0	 1 
94年 3月	 1 	 1 	 4 	 3 	 2 	0	 1 	0	0
94年 4月	 3 	0	 8 	 3 	0	0	 1 	0	0
94年 5月	 4 	0	 7 	 3 	 2 	0	0	0	0
94年 6月	 2 	0	 7 	 1 	 1 	0	0	 1 	0
94年 7月	 10 	 3 	 3 	 4 	 1 	0	 1 	0	0
94年 8月	 3 	 3 	 8 	 1 	 2 	0	 8 	0	0
94年 9月	 6 	0	 2 	 2 	 3 	0	 1 	0	0
94年 10月	 8 	 2 	 6 	 1 	 3 	0	0	0	0
