時間	偽造貨幣	偽造度量衡	偽證	誣告	湮滅證據	藏匿頂替	脫逃	違反槍砲彈藥刀械管制條例	其他
95年 10月	 17 	0	0	0	0	0	0	 5 	 2 
95年 11月	0	0	0	0	0	0	0	 4 	 1 
95年 12月	0	0	0	0	0	0	0	 3 	 6 
96年	 3 	0	0	0	0	0	 1 	 37 	 68 
96年 1月	0	0	0	0	0	0	 1 	 4 	 8 
96年 2月	0	0	0	0	0	0	0	 5 	 11 
96年 3月	 3 	0	0	0	0	0	0	 2 	 14 
96年 4月	0	0	0	0	0	0	0	 4 	 3 
96年 5月	0	0	0	0	0	0	0	 4 	 4 
96年 6月	0	0	0	0	0	0	0	 4 	 1 
96年 7月	0	0	0	0	0	0	0	 1 	 8 
96年 8月	0	0	0	0	0	0	0	 2 	 9 
96年 9月	0	0	0	0	0	0	0	 3 	 4 
96年 10月	0	0	0	0	0	0	0	 4 	 2 
96年 11月	0	0	0	0	0	0	0	 4 	 2 
96年 12月	0	0	0	0	0	0	0	0	 2 
97年	0	0	0	 2 	 1 	0	0	 24 	 56 
97年 1月	0	0	0	0	0	0	0	 4 	 5 
97年 2月	0	0	0	0	0	0	0	 2 	 4 
97年 3月	0	0	0	0	0	0	0	 4 	 5 
97年 4月	0	0	0	0	0	0	0	 1 	 3 
97年 5月	0	0	0	0	0	0	0	 4 	 10 
97年 6月	0	0	0	0	0	0	0	 2 	 2 
97年 7月	0	0	0	0	0	0	0	 1 	 8 
97年 8月	0	0	0	0	0	0	0	 1 	 3 
97年 9月	0	0	0	0	 1 	0	0	 2 	 4 
97年 10月	0	0	0	0	0	0	0	 1 	 5 
97年 11月	0	0	0	 1 	0	0	0	 2 	 2 
97年 12月	0	0	0	 1 	0	0	0	0	 5 
98年	 2 	0	0	 2 	 1 	0	0	 22 	 52 
98年 1月	0	0	0	0	0	0	0	 1 	 2 
98年 2月	 1 	0	0	0	0	0	0	 2 	 4 
98年 3月	0	0	0	0	0	0	0	0	0
98年 4月	0	0	0	0	0	0	0	 2 	 3 
98年 5月	0	0	0	0	 1 	0	0	 3 	0
98年 6月	 1 	0	0	 1 	0	0	0	 2 	 3 
98年 7月	0	0	0	 1 	0	0	0	 2 	 5 
98年 8月	0	0	0	0	0	0	0	 3 	 10 
98年 9月	0	0	0	0	0	0	0	 1 	 5 
98年 10月	0	0	0	0	0	0	0	 4 	 2 
98年 11月	0	0	0	0	0	0	0	 1 	 3 
98年 12月	0	0	0	0	0	0	0	 1 	 15 
99年	 1 	0	0	0	0	0	0	 30 	 48 
99年 1月	0	0	0	0	0	0	0	 2 	 4 
99年 2月	 1 	0	0	0	0	0	0	 4 	 6 
99年 3月	0	0	0	0	0	0	0	 1 	 4 
99年 4月	0	0	0	0	0	0	0	 3 	 4 
99年 5月	0	0	0	0	0	0	0	 2 	 2 
99年 6月	0	0	0	0	0	0	0	 5 	 3 
99年 7月	0	0	0	0	0	0	0	 3 	 3 
99年 8月	0	0	0	0	0	0	0	 4 	 6 
99年 9月	0	0	0	0	0	0	0	0	 4 
99年 10月	0	0	0	0	0	0	0	 4 	 10 
99年 11月	0	0	0	0	0	0	0	 1 	 2 
99年 12月	0	0	0	0	0	0	0	 1 	0
