時間	妨害秩序	違反藥事法	違反國家總動員法	違反森林法	違反著作權法	違反專利法	違反商標法	公共危險	侵害墳墓屍體
95年 12月	 2 	0	0	0	 11 	0	 4 	 231 	0
96年	 4 	 2 	0	 3 	 133 	0	 83 	 3,516 	 1 
96年 1月	0	0	0	 1 	 13 	0	 15 	 342 	 1 
96年 2月	0	 1 	0	0	 11 	0	 3 	 255 	0
96年 3月	 1 	0	0	0	 6 	0	 8 	 332 	0
96年 4月	0	0	0	 1 	 13 	0	 4 	 235 	0
96年 5月	 1 	0	0	0	 13 	0	 7 	 263 	0
96年 6月	0	0	0	0	 4 	0	 10 	 200 	0
96年 7月	0	0	0	0	 14 	0	 3 	 241 	0
96年 8月	 2 	 1 	0	0	 12 	0	 10 	 237 	0
96年 9月	0	0	0	 1 	 9 	0	 5 	 257 	0
96年 10月	0	0	0	0	 21 	0	 7 	 439 	0
96年 11月	0	0	0	0	 6 	0	 6 	 453 	0
96年 12月	0	0	0	0	 11 	0	 5 	 262 	0
97年	 12 	0	0	0	 96 	0	 90 	 3,733 	0
97年 1月	0	0	0	0	 7 	0	 12 	 253 	0
97年 2月	0	0	0	0	 8 	0	 1 	 228 	0
97年 3月	 1 	0	0	0	 21 	0	 9 	 284 	0
97年 4月	 1 	0	0	0	 13 	0	 15 	 290 	0
97年 5月	 1 	0	0	0	 7 	0	 7 	 296 	0
97年 6月	0	0	0	0	 4 	0	 8 	 274 	0
97年 7月	 4 	0	0	0	 10 	0	 8 	 308 	0
97年 8月	 3 	0	0	0	 7 	0	 12 	 397 	0
97年 9月	0	0	0	0	 9 	0	 5 	 376 	0
97年 10月	 1 	0	0	0	 4 	0	 7 	 335 	0
97年 11月	 1 	0	0	0	 3 	0	 3 	 330 	0
97年 12月	0	0	0	0	 3 	0	 3 	 362 	0
98年	 10 	 4 	0	 8 	 72 	0	 78 	 4,055 	 1 
98年 1月	0	0	0	0	 5 	0	 9 	 260 	0
98年 2月	 2 	0	0	0	 5 	0	 4 	 384 	0
98年 3月	0	0	0	0	 3 	0	 2 	 364 	 1 
98年 4月	0	0	0	0	 5 	0	 6 	 357 	0
98年 5月	 2 	0	0	0	 3 	0	 5 	 341 	0
98年 6月	0	0	0	 1 	 5 	0	 7 	 381 	0
98年 7月	0	0	0	 1 	 10 	0	 7 	 337 	0
98年 8月	 1 	0	0	0	 8 	0	 9 	 282 	0
98年 9月	 1 	0	0	 4 	 8 	0	 8 	 391 	0
98年 10月	 1 	 2 	0	 2 	 6 	0	 6 	 350 	0
98年 11月	 1 	 1 	0	0	 6 	0	 12 	 302 	0
98年 12月	 2 	 1 	0	0	 8 	0	 3 	 306 	0
99年	 5 	 42 	0	 6 	 70 	0	 57 	 4,229 	 1 
99年 1月	 2 	 2 	0	0	 10 	0	 8 	 332 	 1 
99年 2月	0	0	0	0	 7 	0	 6 	 336 	0
99年 3月	 1 	 1 	0	0	 11 	0	 8 	 465 	0
99年 4月	0	 9 	0	 1 	 4 	0	 4 	 342 	0
99年 5月	0	 7 	0	0	 7 	0	 7 	 365 	0
99年 6月	0	 5 	0	0	 3 	0	 3 	 381 	0
99年 7月	0	 8 	0	0	 6 	0	 4 	 316 	0
99年 8月	0	 6 	0	 4 	 6 	0	0	 397 	0
99年 9月	0	 3 	0	0	 4 	0	 2 	 362 	0
99年 10月	 1 	0	0	 1 	 5 	0	 5 	 333 	0
99年 11月	0	 1 	0	0	 4 	0	 1 	 251 	0
99年 12月	 1 	0	0	0	 3 	0	 9 	 349 	0
100年	 10 	 15 	0	 3 	 46 	0	 24 	 4,435 	0
100年 1月	 1 	 1 	0	0	 1 	0	 5 	 360 	0
100年 2月	0	 8 	0	0	 2 	0	0	 392 	0
100年 3月	 1 	 1 	0	 3 	 8 	0	 1 	 417 	0
100年 4月	 1 	0	0	0	 1 	0	 2 	 330 	0
100年 5月	 1 	0	0	0	 4 	0	 4 	 394 	0
100年 6月	0	 1 	0	0	 10 	0	 1 	 346 	0
100年 7月	0	0	0	0	 3 	0	 3 	 354 	0
100年 8月	 1 	0	0	0	 4 	0	0	 359 	0
100年 9月	 2 	 2 	0	0	 8 	0	 1 	 359 	0
100年 10月	 2 	 1 	0	0	 3 	0	 2 	 378 	0
100年 11月	 1 	 1 	0	0	 1 	0	 3 	 332 	0
100年 12月	0	0	0	0	 1 	0	 2 	 414 	0
101年	 5 	 9 	0	0	 43 	0	 40 	 4,646 	0
101年 1月	 1 	0	0	0	 2 	0	 3 	 310 	0
101年 2月	 1 	0	0	0	 7 	0	 3 	 387 	0
101年 3月	0	 3 	0	0	 3 	0	 3 	 365 	0
101年 4月	0	0	0	0	 3 	0	 1 	 358 	0
101年 5月	0	0	0	0	 8 	0	 2 	 360 	0
101年 6月	0	0	0	0	 3 	0	 1 	 432 	0
101年 7月	0	 1 	0	0	 3 	0	 2 	 447 	0
101年 8月	 2 	0	0	0	 3 	0	 10 	 449 	0
101年 9月	 1 	 4 	0	0	 6 	0	 3 	 409 	0
101年 10月	0	 1 	0	0	 4 	0	 3 	 443 	0
101年 11月	0	0	0	0	 1 	0	 3 	 359 	0
101年 12月	0	0	0	0	0	0	 6 	 327 	0
102年	 2 	 19 	0	0	 49 	0	 66 	 5,793 	 1 
102年 1月	0	 2 	0	0	 6 	0	 5 	 420 	0
102年 2月	0	 1 	0	0	 3 	0	 2 	 407 	0
102年 3月	0	 1 	0	0	 3 	0	 7 	 392 	0
102年 4月	 2 	 3 	0	0	 12 	0	 1 	 337 	 1 
102年 5月	0	 1 	0	0	 8 	0	 1 	 358 	0
102年 6月	0	 2 	0	0	 1 	0	 2 	 422 	0
102年 7月	0	 3 	0	0	 2 	0	 15 	 524 	0
102年 8月	0	0	0	0	 1 	0	 1 	 515 	0
102年 9月	0	 2 	0	0	 3 	0	 12 	 648 	0
102年 10月	0	 3 	0	0	 5 	0	 9 	 674 	0
102年 11月	0	0	0	0	 3 	0	 4 	 599 	0
102年 12月	0	 1 	0	0	 2 	0	 7 	 497 	0
103年	 2 	 16 	0	 2 	 49 	0	 78 	 6,629 	 1 
103年 1月	0	 1 	0	0	 5 	0	 2 	 647 	0
103年 2月	0	 1 	0	0	 5 	0	 5 	 526 	 1 
103年 3月	 1 	0	0	0	 2 	0	 13 	 570 	0
103年 4月	0	 1 	0	0	0	0	 8 	 549 	0
103年 5月	0	 4 	0	0	 10 	0	 10 	 503 	0
103年 6月	0	 1 	0	 1 	 2 	0	 13 	 552 	0
103年 7月	0	 3 	0	0	 7 	0	 13 	 617 	0
103年 8月	0	 2 	0	 1 	 4 	0	 4 	 592 	0
103年 9月	0	 1 	0	0	 5 	0	 6 	 539 	0
103年 10月	0	 1 	0	0	 4 	0	 2 	 602 	0
103年 11月	0	0	0	0	 3 	0	 1 	 460 	0
103年 12月	 1 	 1 	0	0	 2 	0	 1 	 472 	0
104年	 3 	 35 	0	 3 	 53 	0	 72 	 7,349 	0
104年 1月	 1 	 1 	0	0	 5 	0	 10 	 609 	0
104年 2月	0	 2 	0	0	 3 	0	 6 	 582 	0
104年 3月	0	 1 	0	0	 2 	0	 11 	 636 	0
104年 4月	0	 3 	0	0	 2 	0	 8 	 638 	0
104年 5月	0	0	0	0	 2 	0	 1 	 603 	0
104年 6月	0	 2 	0	0	 5 	0	 6 	 656 	0
104年 7月	0	 2 	0	0	 4 	0	 1 	 620 	0
104年 8月	0	 2 	0	 1 	 7 	0	 9 	 560 	0
104年 9月	 1 	 20 	0	 1 	 2 	0	 7 	 600 	0
104年 10月	0	 2 	0	0	 7 	0	 3 	 690 	0
104年 11月	 1 	0	0	 1 	 5 	0	 8 	 651 	0
104年 12月	0	0	0	0	 9 	0	 2 	 504 	0
105年	 4 	 2 	0	0	 69 	0	 40 	 7,173 	0
105年 1月	0	0	0	0	 2 	0	 2 	 518 	0
105年 2月	0	 1 	0	0	 7 	0	0	 553 	0
105年 3月	0	0	0	0	 6 	0	 2 	 656 	0
105年 4月	 1 	0	0	0	 18 	0	 2 	 677 	0
105年 5月	 2 	 1 	0	0	 2 	0	 1 	 630 	0
105年 6月	0	0	0	0	 3 	0	 5 	 609 	0
105年 7月	0	0	0	0	 9 	0	 4 	 653 	0
105年 8月	 1 	0	0	0	 7 	0	 3 	 566 	0
105年 9月	0	0	0	0	 3 	0	 2 	 572 	0
105年 10月	0	0	0	0	 5 	0	 9 	 573 	0
105年 11月	0	0	0	0	 7 	0	 3 	 602 	0
105年 12月	0	0	0	0	0	0	 7 	 564 	0
