時間	妨害秩序	違反藥事法	違反國家總動員法	違反森林法	違反著作權法	違反專利法	違反商標法	公共危險	侵害墳墓屍體
89年	 5 	 4 	0	0	 153 	 21 	 59 	 1,034 	0
89年 1月	0	 1 	0	0	 16 	 2 	 7 	 104 	0
89年 2月	0	0	0	0	 6 	0	 3 	 74 	0
89年 3月	 1 	 1 	0	0	 16 	 2 	 22 	 79 	0
89年 4月	0	 1 	0	0	 4 	 2 	 4 	 85 	0
89年 5月	 1 	 1 	0	0	 20 	 1 	 2 	 64 	0
89年 6月	0	0	0	0	 9 	 3 	0	 80 	0
89年 7月	0	0	0	0	 9 	 2 	 1 	 83 	0
89年 8月	0	0	0	0	 14 	 2 	 1 	 99 	0
89年 9月	0	0	0	0	 16 	 4 	 4 	 79 	0
89年 10月	 2 	0	0	0	 13 	0	 7 	 85 	0
89年 11月	 1 	0	0	0	 9 	 1 	 7 	 91 	0
89年 12月	0	0	0	0	 21 	 2 	 1 	 111 	0
90年	 8 	 2 	0	0	 248 	 5 	 25 	 1,452 	 1 
90年 1月	0	0	0	0	 21 	0	 1 	 150 	0
90年 2月	0	0	0	0	 8 	0	0	 108 	0
90年 3月	0	0	0	0	 38 	 1 	 5 	 98 	0
90年 4月	0	 1 	0	0	 25 	0	 2 	 105 	0
90年 5月	0	0	0	0	 29 	0	 2 	 137 	0
90年 6月	 1 	0	0	0	 17 	 2 	 3 	 113 	0
90年 7月	 1 	 1 	0	0	 11 	 1 	 1 	 132 	 1 
90年 8月	 1 	0	0	0	 18 	0	 1 	 127 	0
90年 9月	 1 	0	0	0	 17 	0	 4 	 131 	0
90年 10月	 1 	0	0	0	 27 	 1 	 4 	 127 	0
90年 11月	 2 	0	0	0	 21 	0	0	 121 	0
90年 12月	 1 	0	0	0	 16 	0	 2 	 103 	0
91年	 2 	 1 	0	 1 	 134 	 8 	 52 	 1,330 	0
91年 1月	 1 	0	0	0	 17 	 2 	 3 	 121 	0
91年 2月	0	0	0	0	 14 	0	 3 	 112 	0
91年 3月	0	0	0	0	 20 	0	0	 126 	0
91年 4月	 1 	0	0	0	 8 	0	0	 127 	0
91年 5月	0	0	0	 1 	 10 	0	0	 117 	0
91年 6月	0	0	0	0	 10 	0	 11 	 79 	0
91年 7月	0	0	0	0	 11 	0	 3 	 97 	0
91年 8月	0	0	0	0	 11 	 1 	 4 	 99 	0
91年 9月	0	0	0	0	 9 	 1 	 8 	 99 	0
91年 10月	0	0	0	0	 10 	 2 	 5 	 133 	0
91年 11月	0	0	0	0	 4 	0	 4 	 107 	0
91年 12月	0	 1 	0	0	 10 	 2 	 11 	 113 	0
92年	 3 	 6 	0	 3 	 103 	 5 	 58 	 1,858 	0
92年 1月	0	 1 	0	 3 	 24 	 2 	 4 	 147 	0
92年 2月	0	 3 	0	0	 14 	 2 	 5 	 224 	0
92年 3月	0	 1 	0	0	 12 	 1 	 2 	 161 	0
92年 4月	0	 1 	0	0	 8 	0	 2 	 135 	0
92年 5月	0	0	0	0	 6 	0	0	 103 	0
92年 6月	 1 	0	0	0	 3 	0	0	 181 	0
92年 7月	 1 	0	0	0	 5 	0	 3 	 154 	0
92年 8月	0	0	0	0	 7 	0	 18 	 133 	0
92年 9月	0	0	0	0	 3 	0	 4 	 129 	0
92年 10月	 1 	0	0	0	 3 	0	 8 	 155 	0
92年 11月	0	0	0	0	 5 	0	 2 	 144 	0
92年 12月	0	0	0	0	 13 	0	 10 	 192 	0
93年	 1 	0	0	 1 	 62 	0	 79 	 1,642 	0
93年 1月	0	0	0	0	 4 	0	 12 	 154 	0
93年 2月	0	0	0	0	 5 	0	 7 	 163 	0
93年 3月	0	0	0	0	 4 	0	 3 	 129 	0
93年 4月	0	0	0	 1 	 5 	0	 3 	 107 	0
93年 5月	0	0	0	0	 4 	0	 6 	 154 	0
93年 6月	0	0	0	0	 5 	0	 2 	 117 	0
93年 7月	0	0	0	0	 4 	0	 3 	 123 	0
93年 8月	0	0	0	0	 12 	0	 17 	 118 	0
93年 9月	0	0	0	0	 6 	0	 11 	 140 	0
93年 10月	 1 	0	0	0	 4 	0	 8 	 152 	0
93年 11月	0	0	0	0	 7 	0	 3 	 150 	0
93年 12月	0	0	0	0	 2 	0	 4 	 135 	0
94年	 1 	 1 	0	0	 53 	0	 91 	 1,683 	0
94年 1月	0	0	0	0	 4 	0	0	 138 	0
94年 2月	0	0	0	0	 4 	0	 5 	 118 	0
94年 3月	0	0	0	0	 5 	0	 3 	 129 	0
94年 4月	0	0	0	0	 2 	0	 8 	 138 	0
94年 5月	0	0	0	0	 3 	0	 10 	 165 	0
94年 6月	0	0	0	0	 7 	0	 13 	 120 	0
94年 7月	0	0	0	0	 6 	0	 7 	 133 	0
94年 8月	0	 1 	0	0	 3 	0	 11 	 155 	0
94年 9月	 1 	0	0	0	 7 	0	 15 	 136 	0
94年 10月	0	0	0	0	 2 	0	 3 	 160 	0
94年 11月	0	0	0	0	 8 	0	 7 	 153 	0
94年 12月	0	0	0	0	 2 	0	 9 	 138 	0
95年	 14 	 4 	0	 4 	 86 	0	 76 	 2,485 	0
95年 1月	0	0	0	0	 10 	0	 2 	 217 	0
95年 2月	0	0	0	0	 4 	0	 5 	 227 	0
95年 3月	 1 	0	0	 1 	 2 	0	 7 	 184 	0
95年 4月	 1 	 1 	0	 1 	 6 	0	 5 	 196 	0
95年 5月	0	0	0	 1 	 5 	0	 6 	 224 	0
95年 6月	0	 1 	0	0	 4 	0	 13 	 171 	0
95年 7月	0	0	0	0	 7 	0	 7 	 227 	0
95年 8月	 1 	0	0	 1 	 16 	0	 12 	 193 	0
95年 9月	0	 1 	0	0	 6 	0	 7 	 198 	0
95年 10月	 1 	0	0	0	 9 	0	 4 	 219 	0
95年 11月	 8 	 1 	0	0	 6 	0	 4 	 198 	0
