時間	一般恐嚇取財	擄人勒贖	侵占	偽造文書印文	第一級毒品	第二級毒品	第三級毒品	第四級毒品	其他
94年 2月	 2 	0	 1 	0	0	0	0	0	 3 
94年 3月	 1 	0	 2 	0	0	 1 	0	0	0
94年 4月	0	0	0	0	 1 	 3 	0	0	 6 
94年 5月	0	0	0	 1 	0	0	0	0	 8 
94年 6月	 2 	0	0	 1 	0	 1 	0	0	0
94年 7月	0	0	0	 1 	0	 4 	0	0	0
94年 8月	 1 	0	 1 	0	 2 	 2 	0	0	0
94年 9月	0	0	0	0	 1 	 4 	0	0	0
94年 10月	0	0	0	 1 	 1 	 2 	0	0	0
94年 11月	0	0	 1 	0	 6 	 4 	0	0	 1 
94年 12月	0	0	0	0	 2 	 1 	0	0	0
95年	 1 	0	 30 	 8 	 9 	 43 	0	0	0
95年 1月	0	0	 1 	0	 1 	 16 	0	0	0
95年 2月	0	0	 1 	0	0	 1 	0	0	0
95年 3月	0	0	 2 	 1 	 1 	 1 	0	0	0
95年 4月	0	0	 2 	0	0	 2 	0	0	0
95年 5月	0	0	 15 	 3 	 3 	0	0	0	0
95年 6月	 1 	0	0	0	 1 	0	0	0	0
95年 7月	0	0	0	0	0	0	0	0	0
95年 8月	0	0	0	0	 1 	 16 	0	0	0
95年 9月	0	0	 3 	0	0	 3 	0	0	0
95年 10月	0	0	 2 	 1 	0	 1 	0	0	0
95年 11月	0	0	 3 	 3 	0	 1 	0	0	0
95年 12月	0	0	 1 	0	 2 	 2 	0	0	0
96年	 1 	0	 4 	 3 	 28 	 28 	 13 	0	0
96年 1月	0	0	0	0	 2 	 1 	0	0	0
96年 2月	0	0	 2 	0	 3 	 5 	0	0	0
96年 3月	0	0	0	0	 1 	 3 	 1 	0	0
96年 4月	0	0	0	0	 1 	 2 	0	0	0
96年 5月	0	0	0	0	 1 	 7 	 5 	0	0
96年 6月	0	0	 1 	 2 	0	 2 	 1 	0	0
96年 7月	0	0	0	 1 	0	 1 	 5 	0	0
96年 8月	0	0	0	0	 1 	 1 	0	0	0
96年 9月	0	0	0	0	0	 2 	0	0	0
96年 10月	 1 	0	 1 	0	 4 	0	 1 	0	0
96年 11月	0	0	0	0	 9 	 2 	0	0	0
96年 12月	0	0	0	0	 6 	 2 	0	0	0
97年	0	0	 9 	 6 	 41 	 70 	 2 	 1 	0
97年 1月	0	0	0	 1 	 9 	 7 	0	0	0
97年 2月	0	0	 1 	0	0	 7 	0	0	0
97年 3月	0	0	 1 	0	 4 	 13 	 1 	0	0
97年 4月	0	0	 1 	 1 	 9 	 14 	0	0	0
97年 5月	0	0	0	0	 7 	 8 	0	0	0
97年 6月	0	0	 1 	0	0	0	0	0	0
97年 7月	0	0	 1 	0	 4 	 7 	 1 	0	0
97年 8月	0	0	0	0	 3 	 3 	0	0	0
97年 9月	0	0	 2 	 2 	0	 6 	0	0	0
97年 10月	0	0	 2 	 1 	 1 	0	0	 1 	0
97年 11月	0	0	0	 1 	 2 	 1 	0	0	0
97年 12月	0	0	0	0	 2 	 4 	0	0	0
98年	 4 	0	 13 	 26 	 27 	 16 	 2 	0	0
98年 1月	0	0	 1 	 1 	 6 	 1 	0	0	0
98年 2月	0	0	0	0	 2 	0	0	0	0
98年 3月	0	0	 2 	0	 3 	0	0	0	0
98年 4月	 1 	0	0	0	 6 	 1 	 1 	0	0
98年 5月	 1 	0	 1 	0	 2 	 3 	0	0	0
98年 6月	 1 	0	 1 	0	0	0	 1 	0	0
98年 7月	0	0	 1 	 15 	 2 	 1 	0	0	0
98年 8月	0	0	 1 	0	0	 1 	0	0	0
98年 9月	0	0	 2 	 1 	 2 	 4 	0	0	0
98年 10月	0	0	 1 	 1 	 2 	 1 	0	0	0
98年 11月	 1 	0	 2 	0	 1 	 2 	0	0	0
98年 12月	0	0	 1 	 8 	 1 	 2 	0	0	0
99年	 6 	0	 20 	 46 	 12 	 48 	 8 	0	0
99年 1月	0	0	 1 	 9 	0	 2 	0	0	0
99年 2月	 2 	0	 1 	 12 	 2 	 8 	 2 	0	0
99年 3月	0	0	 1 	 9 	 1 	 2 	0	0	0
99年 4月	0	0	 2 	0	0	 5 	 3 	0	0
99年 5月	 2 	0	 2 	0	0	 3 	0	0	0
99年 6月	0	0	0	 1 	 1 	 4 	0	0	0
99年 7月	0	0	 5 	 4 	 4 	 5 	 1 	0	0
99年 8月	 1 	0	 1 	 2 	0	 1 	 1 	0	0
99年 9月	0	0	 3 	 5 	 2 	 5 	0	0	0
99年 10月	0	0	 3 	 3 	 1 	 4 	 1 	0	0
99年 11月	 1 	0	0	0	0	 6 	0	0	0
99年 12月	0	0	 1 	 1 	 1 	 3 	0	0	0
100年	 1 	0	 12 	 3 	 39 	 97 	 8 	0	0
100年 1月	0	0	 1 	0	 1 	 20 	 1 	0	0
100年 2月	0	0	0	0	0	 7 	0	0	0
100年 3月	0	0	 1 	0	0	 6 	 1 	0	0
100年 4月	0	0	0	0	 1 	 16 	 1 	0	0
100年 5月	0	0	0	0	 4 	 15 	0	0	0
100年 6月	0	0	0	0	 2 	 2 	0	0	0
100年 7月	0	0	 1 	0	 3 	 5 	0	0	0
100年 8月	0	0	 1 	 1 	 6 	 7 	 2 	0	0
100年 9月	0	0	 1 	0	 9 	 2 	 3 	0	0
100年 10月	 1 	0	 3 	 1 	 7 	 3 	0	0	0
100年 11月	0	0	 2 	0	 1 	 5 	0	0	0
100年 12月	0	0	 2 	 1 	 5 	 9 	0	0	0
101年	 1 	0	 11 	 3 	 15 	 38 	 20 	0	0
101年 1月	0	0	 3 	0	 7 	 4 	 2 	0	0
101年 2月	 1 	0	 2 	0	 1 	 2 	0	0	0
101年 3月	0	0	 2 	0	 2 	 3 	0	0	0
101年 4月	0	0	 1 	0	0	 9 	0	0	0
101年 5月	0	0	0	0	0	 3 	0	0	0
101年 6月	0	0	 1 	0	0	0	0	0	0
101年 7月	0	0	0	0	 1 	 1 	0	0	0
101年 8月	0	0	 1 	0	 1 	 4 	 1 	0	0
101年 9月	0	0	0	0	 1 	 1 	 1 	0	0
101年 10月	0	0	0	 1 	0	0	 3 	0	0
101年 11月	0	0	 1 	 1 	 1 	 7 	 7 	0	0
101年 12月	0	0	0	 1 	 1 	 4 	 6 	0	0
102年	 2 	0	 5 	 3 	 6 	 33 	 16 	 1 	0
102年 1月	0	0	 1 	0	 1 	0	 1 	0	0
102年 2月	0	0	0	0	0	 5 	 6 	0	0
102年 3月	 1 	0	0	0	 1 	 2 	 1 	0	0
