時間	偽造貨幣	偽造度量衡	偽證	誣告	湮滅證據	藏匿頂替	脫逃	違反槍砲彈藥刀械管制條例	其他
89年	 7 	0	0	 16 	0	0	0	 110 	 138 
89年 1月	 1 	0	0	0	0	0	0	 11 	 13 
89年 2月	0	0	0	 1 	0	0	0	 20 	 33 
89年 3月	0	0	0	 2 	0	0	0	 9 	 12 
89年 4月	0	0	0	 3 	0	0	0	 2 	 4 
89年 5月	0	0	0	 2 	0	0	0	 7 	 4 
89年 6月	0	0	0	 2 	0	0	0	 13 	 4 
89年 7月	 1 	0	0	 2 	0	0	0	 14 	 12 
89年 8月	0	0	0	 1 	0	0	0	 3 	 12 
89年 9月	 1 	0	0	 1 	0	0	0	 5 	 6 
89年 10月	 1 	0	0	 1 	0	0	0	 9 	 9 
89年 11月	0	0	0	 1 	0	0	0	 9 	 9 
89年 12月	 3 	0	0	0	0	0	0	 8 	 20 
90年	 17 	0	 1 	 35 	0	 1 	 1 	 78 	 160 
90年 1月	 4 	0	0	 4 	0	0	0	 10 	 10 
90年 2月	 1 	0	0	 5 	0	0	0	 8 	 9 
90年 3月	0	0	0	 2 	0	0	0	 7 	 7 
90年 4月	0	0	0	 3 	0	 1 	0	 13 	 7 
90年 5月	 1 	0	0	 3 	0	0	0	 6 	 5 
90年 6月	 2 	0	0	 6 	0	0	0	 2 	 9 
90年 7月	 3 	0	0	0	0	0	 1 	 6 	 14 
90年 8月	 4 	0	0	 5 	0	0	0	 6 	 17 
90年 9月	0	0	0	 3 	0	0	0	 4 	 14 
90年 10月	0	0	0	0	0	0	0	 8 	 16 
90年 11月	 1 	0	0	 2 	0	0	0	 4 	 27 
90年 12月	 1 	0	 1 	 2 	0	0	0	 4 	 25 
91年	 11 	0	 1 	 62 	0	0	 3 	 87 	 419 
91年 1月	0	0	0	 1 	0	0	0	 8 	 32 
91年 2月	0	0	0	 5 	0	0	 1 	 11 	 21 
91年 3月	 2 	0	0	 6 	0	0	0	 5 	 25 
91年 4月	 1 	0	0	 7 	0	0	0	 3 	 37 
91年 5月	 1 	0	0	 1 	0	0	0	 5 	 30 
91年 6月	 2 	0	0	 3 	0	0	 1 	 4 	 36 
91年 7月	 1 	0	0	 8 	0	0	 1 	 6 	 31 
91年 8月	 1 	0	 1 	 4 	0	0	0	 10 	 53 
91年 9月	 1 	0	0	 6 	0	0	0	 5 	 33 
91年 10月	 1 	0	0	 4 	0	0	0	 12 	 29 
91年 11月	 1 	0	0	 9 	0	0	0	 10 	 55 
91年 12月	0	0	0	 8 	0	0	0	 8 	 37 
92年	 13 	0	0	 40 	0	 6 	 1 	 118 	 542 
92年 1月	0	0	0	 6 	0	 1 	0	 19 	 56 
92年 2月	 1 	0	0	 3 	0	0	0	 5 	 32 
92年 3月	 2 	0	0	 3 	0	0	0	 13 	 68 
92年 4月	 1 	0	0	 5 	0	 1 	0	 15 	 66 
92年 5月	 2 	0	0	 3 	0	0	0	 4 	 39 
92年 6月	0	0	0	 3 	0	0	0	 10 	 27 
92年 7月	 1 	0	0	 3 	0	 1 	 1 	 8 	 42 
92年 8月	 2 	0	0	 1 	0	 1 	0	 7 	 25 
92年 9月	0	0	0	 4 	0	0	0	 8 	 79 
92年 10月	 2 	0	0	 2 	0	0	0	 12 	 44 
